"Mixture","TechRepMixture","Run","Channel","Protein","Abundance","BioReplicate","Condition"
"1","1_1","1_1_1","5","sp|P0A9B6|E4PD_ECOLI",14.7192671521799,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9C0|GLPA_ECOLI",14.6817743493826,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9C3|GALM_ECOLI",13.8245481015593,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9C5|GLN1B_ECOLI",14.1999476000667,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9C9|GLPX_ECOLI",13.9246358506547,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9D2|GSTA_ECOLI",15.4608490247356,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9D4|CYSE_ECOLI",14.1240956075406,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9D8|DAPD_ECOLI",14.9529286662009,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9E0|ARAC_ECOLI",15.5768066064088,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9E5|FNR_ECOLI",15.1674080112873,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9F1|MNTR_ECOLI",14.1725631893012,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9F3|CYSB_ECOLI",14.9020482968242,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9F6|GCVA_ECOLI",11.1030249723159,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9G2|NHAR_ECOLI",12.7694320775842,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9G6|ACEA_ECOLI",15.2158825952362,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9G8|MODE_ECOLI",15.5842782354682,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9H1|MUG_ECOLI",16.4138894006332,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9H3|LDCI_ECOLI",13.1272474730781,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9H5|BTUR_ECOLI",14.7950106950595,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9H7|CFA_ECOLI",14.8272033656913,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9I3|GCVR_ECOLI",12.8613849627937,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9J0|RNG_ECOLI",13.5216193934002,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9J4|PANE_ECOLI",12.9277414944115,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9J6|RBSK_ECOLI",14.527589310383,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9J8|CMPDT_ECOLI",14.1537783886055,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9K1|PHOH_ECOLI",13.676737288428,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9K3|PHOL_ECOLI",15.1192497235922,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9K7|PHOU_ECOLI",14.8539883970993,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9K9|SLYD_ECOLI",13.5435432943385,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9L3|FKBB_ECOLI",15.098179596605,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9L5|PPIC_ECOLI",15.4090133768289,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9L8|P5CR_ECOLI",14.7079911798563,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9M0|LON_ECOLI",15.3619029365142,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9M2|HPRT_ECOLI",14.6853312629495,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9M8|PTA_ECOLI",15.1580099081448,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9N0|PTSO_ECOLI",14.5600149239794,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9N4|PFLA_ECOLI",14.5092186276689,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9P0|DLDH_ECOLI",15.9013617139712,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9P4|TRXB_ECOLI",13.8652392282201,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9P6|DEAD_ECOLI",14.7840478713108,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9P9|IDNO_ECOLI",12.9002550539494,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9Q1|ARCA_ECOLI",15.0812801490764,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9Q5|ACCD_ECOLI",15.989646638647,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9Q7|ADHE_ECOLI",14.4809414922761,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9Q9|DHAS_ECOLI",15.4894484349036,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9R4|FER_ECOLI",14.0242440372174,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9R7|FTSE_ECOLI",15.1196671617413,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9S1|FUCO_ECOLI",14.6338857181447,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9S3|GATD_ECOLI",14.6245902601588,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9S5|GLDA_ECOLI",15.6512842777074,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9T0|SERA_ECOLI",15.7022139476577,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9T4|TAS_ECOLI",15.212284752535,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9T8|YBBA_ECOLI",13.9306135322362,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9U1|YBHF_ECOLI",12.9044830295127,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9U3|YBIT_ECOLI",14.5465452204297,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9U6|PUUR_ECOLI",11.8709909750073,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9V1|LPTB_ECOLI",14.7849819234679,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9W0|ULAR_ECOLI",14.0119065539155,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9W3|ETTA_ECOLI",14.8745768152754,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9W6|IBAG_ECOLI",14.2505617672574,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9W9|YRDA_ECOLI",14.947705998912,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9X4|MREB_ECOLI",14.8711496358839,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9X9|CSPA_ECOLI",15.3429916392559,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9Y6|CSPC_ECOLI",16.2027180929884,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0A9Z1|GLNB_ECOLI",14.1114765174513,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA04|PTHP_ECOLI",13.8819722162887,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA10|RL13_ECOLI",15.8799762771957,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA16|OMPR_ECOLI",15.1839437975346,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA25|THIO_ECOLI",16.3926110197984,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA37|RLUA_ECOLI",14.2525178402321,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA39|RLUC_ECOLI",14.8240448423007,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA41|TRUC_ECOLI",14.7858685059538,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA43|RSUA_ECOLI",13.3501286275427,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA53|QMCA_ECOLI",13.929815401547,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA84|CLSB_ECOLI",14.0604261244079,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA86|DSBE_ECOLI",15.061823646264,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA89|DOSC_ECOLI",13.7502270435495,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA91|YEAY_ECOLI",13.4840414017857,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA95|YACC_ECOLI",13.299742644298,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA97|YAEQ_ECOLI",13.0319430746471,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AA99|YAFK_ECOLI",13.0449622154415,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAA1|YAGU_ECOLI",15.2017885124456,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAA7|WZXE_ECOLI",12.8217304621446,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAB4|UBID_ECOLI",14.6934219654183,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAB6|GALF_ECOLI",14.5683484557552,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAB8|USPD_ECOLI",14.7662500112089,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAC0|USPE_ECOLI",14.5986549344933,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAC4|YBHL_ECOLI",15.074539923419,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAC8|ISCA_ECOLI",13.9596139548563,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAD2|MTR_ECOLI",14.7167723317859,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAD6|SDAC_ECOLI",14.1979258138851,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAE0|CYCA_ECOLI",12.6202520186398,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAF6|ARTP_ECOLI",12.9301744768098,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAG0|DPPD_ECOLI",14.878942926528,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAG3|GLTL_ECOLI",13.8376681912317,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAG5|MDLB_ECOLI",12.5844523223524,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAG8|MGLA_ECOLI",14.1710859499824,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAH0|PSTB_ECOLI",14.9443171328764,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAH4|SAPD_ECOLI",13.4885541917618,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAH8|SAPF_ECOLI",14.1797522006526,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAI3|FTSH_ECOLI",14.2978206043927,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAI5|FABF_ECOLI",14.9459675884862,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAI9|FABD_ECOLI",14.1987986604447,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAJ3|FDNH_ECOLI",13.6006320637476,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAJ5|FDOH_ECOLI",13.5169539555442,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAJ8|HYBA_ECOLI",12.5547429843636,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAN3|HYPB_ECOLI",12.5011549225262,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAN5|YAIA_ECOLI",14.8249661752509,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAN9|IRAP_ECOLI",16.9646818769207,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAP3|FRMR_ECOLI",14.1920445860186,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAQ2|YAJD_ECOLI",15.2923453353291,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAR3|YBAK_ECOLI",14.2819247972598,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAS0|YLAC_ECOLI",13.4127854590741,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAS7|YBCJ_ECOLI",14.4733608910811,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAT2|YBDF_ECOLI",12.4569369730959,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAT6|IOJAP_ECOLI",15.0493436655336,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAT9|YBEL_ECOLI",15.9977325017282,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAV4|PXPB_ECOLI",13.7332218991278,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAV6|YBGS_ECOLI",14.2924056888126,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAV8|YBHH_ECOLI",13.8327288247568,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAW1|YBHP_ECOLI",14.8965472590975,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAX8|YBIS_ECOLI",14.8177004329448,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAZ4|RARA_ECOLI",14.5631601090583,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AAZ7|YCAR_ECOLI",14.692184772668,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB01|ELYC_ECOLI",14.54561669041,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB03|YCBJ_ECOLI",14.0703123014181,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB06|YCBK_ECOLI",12.9163782684097,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB10|PQIC_ECOLI",12.4566890161007,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB12|YCCF_ECOLI",13.3439652419463,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB14|YCCJ_ECOLI",16.1956517628204,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB18|TUSE_ECOLI",15.6281362333317,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB24|EFEO_ECOLI",15.6072210004004,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB26|YCEB_ECOLI",13.5317727006497,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB28|YCED_ECOLI",14.1660619509685,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB38|LPOB_ECOLI",13.0498020653986,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB43|YCGL_ECOLI",15.2826151997198,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB46|YMGD_ECOLI",11.7985065688888,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB52|YCHN_ECOLI",14.2583526542451,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB55|YCII_ECOLI",15.9875685901129,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB58|LAPB_ECOLI",14.6075541828514,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB61|YCIN_ECOLI",14.4993579204284,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB65|ACYP_ECOLI",15.2182353613206,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB67|PNTB_ECOLI",13.4340639618848,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB71|ALF_ECOLI",15.2231690519486,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB77|KBL_ECOLI",14.6852043803392,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB80|ILVE_ECOLI",14.14333582963,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB83|END3_ECOLI",14.8887499619318,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB87|FUCA_ECOLI",13.0557531153866,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB89|PUR8_ECOLI",15.7043495333047,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB91|AROG_ECOLI",14.7481908761609,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0AB98|ATP6_ECOLI",14.9425007615149,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABA0|ATPF_ECOLI",15.4865981216751,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABA4|ATPD_ECOLI",14.9593016285999,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABA6|ATPG_ECOLI",15.4078201287682,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABB0|ATPA_ECOLI",15.075794690186,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABB4|ATPB_ECOLI",14.8401900762617,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABB8|ATMA_ECOLI",14.3185426311116,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABC3|HFLC_ECOLI",14.9699082703535,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABC7|HFLK_ECOLI",14.9141651752043,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABD3|BFR_ECOLI",14.5926875484189,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABD5|ACCA_ECOLI",14.9244864611301,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABD8|BCCP_ECOLI",16.847921652173,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABE2|BOLA_ECOLI",15.5183574497715,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABF1|PCNB_ECOLI",14.7010207930093,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABF4|EUTM_ECOLI",12.786919375864,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABF6|CDD_ECOLI",15.8097272023763,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABF8|PGSA_ECOLI",14.4793827133278,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABH0|FTSA_ECOLI",13.3629937825532,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABH7|CISY_ECOLI",14.6732215549546,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABH9|CLPA_ECOLI",15.2229496332988,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABI4|CORA_ECOLI",14.5316741542455,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABI8|CYOB_ECOLI",14.1465757591875,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABJ1|CYOA_ECOLI",14.503318521775,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABJ9|CYDA_ECOLI",15.8282757232795,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABK2|CYDB_ECOLI",14.7840884057838,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABK5|CYSK_ECOLI",15.3133750696669,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABK9|NRFA_ECOLI",13.6587237376705,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABL5|NAPC_ECOLI",12.4276368554334,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
"1","1_1","1_1_1","5","sp|P0ABM9|CCMH_ECOLI",12.3658943611775,"5","treatment|2|4|2|4|20|4|40|4|4|4|0|2|12"
