	pValue	qValue	EffectSize	X.UPS1.UPS2.	significant	GeneName	UniprotID	protein
958	0.289141065838964	0.773718573858482	-0.128176281567047	UPS1-UPS2	Non significant	GCH1L	P0AFP6	sp|P0AFP6|GCH1L_ECOLI
959	0.416678968328587	0.817151761107144	-0.101741960384505	UPS1-UPS2	Non significant	YCFH	P0AFQ7	sp|P0AFQ7|YCFH_ECOLI
960	0.979162280161673	0.996387473692669	-0.0132046841647906	UPS1-UPS2	Non significant	RSSA	P0AFR0	sp|P0AFR0|RSSA_ECOLI
961	0.480072611410056	0.833104173687146	-0.237052714049529	UPS1-UPS2	Non significant	DAUA	P0AFR2	sp|P0AFR2|DAUA_ECOLI
962	0.606823219606667	0.887097210853606	-0.0623070115922317	UPS1-UPS2	Non significant	YCIO	P0AFR4	sp|P0AFR4|YCIO_ECOLI
963	0.290122669292536	0.773718573858482	-0.544200300393648	UPS1-UPS2	Non significant	FOLM	P0AFS3	sp|P0AFS3|FOLM_ECOLI
964	0.106794902750877	0.773718573858482	-0.393706159990334	UPS1-UPS2	Non significant	YDIK	P0AFS7	sp|P0AFS7|YDIK_ECOLI
965	0.537405002091983	0.864523407522538	-0.131383780044011	UPS1-UPS2	Non significant	TCYL	P0AFT2	sp|P0AFT2|TCYL_ECOLI
966	0.569957947550723	0.875340100451799	0.0694891444571972	UPS1-UPS2	Non significant	BTSR	P0AFT5	sp|P0AFT5|BTSR_ECOLI
967	0.645595760316134	0.897730908181342	0.0436673209094423	UPS1-UPS2	Non significant	GLRR	P0AFU4	sp|P0AFU4|GLRR_ECOLI
968	0.303469574103429	0.780347774037106	-0.0793240918962219	UPS1-UPS2	Non significant	RISA	P0AFU8	sp|P0AFU8|RISA_ECOLI
969	0.647775310925124	0.897730908181342	-0.138633502272782	UPS1-UPS2	Non significant	RFAH	P0AFW0	sp|P0AFW0|RFAH_ECOLI
970	0.141728470015958	0.773718573858482	-0.232613490005502	UPS1-UPS2	Non significant	RNK	P0AFW4	sp|P0AFW4|RNK_ECOLI
971	0.490566452253132	0.841757807104468	0.799593349041249	UPS1-UPS2	Non significant	ROF	P0AFW8	sp|P0AFW8|ROF_ECOLI
972	0.388350835762168	0.806627124279873	-0.102830740762414	UPS1-UPS2	Non significant	HPF	P0AFX0	sp|P0AFX0|HPF_ECOLI
973	0.613419848600866	0.889225570233269	-0.0757080109355108	UPS1-UPS2	Non significant	RSD	P0AFX4	sp|P0AFX4|RSD_ECOLI
974	0.254892581700733	0.773718573858482	-0.135942787973303	UPS1-UPS2	Non significant	RSEA	P0AFX7	sp|P0AFX7|RSEA_ECOLI
975	0.444829528725177	0.82487136528371	-0.172734814236602	UPS1-UPS2	Non significant	RSEB	P0AFX9	sp|P0AFX9|RSEB_ECOLI
976	0.958106276290538	0.985381558483074	-0.00557223269222	UPS1-UPS2	Non significant	SEQA	P0AFY8	sp|P0AFY8|SEQA_ECOLI
977	0.887331391217388	0.959264131854707	-0.0212809030835288	UPS1-UPS2	Non significant	SSEB	P0AFZ1	sp|P0AFZ1|SSEB_ECOLI
978	0.177355104465441	0.773718573858482	-0.402145714610647	UPS1-UPS2	Non significant	SSPB	P0AFZ3	sp|P0AFZ3|SSPB_ECOLI
979	0.378194375971038	0.801892618347824	-0.0993476975596366	UPS1-UPS2	Non significant	WZZE	P0AG00	sp|P0AG00|WZZE_ECOLI
980	0.100148097090898	0.773718573858482	-0.38584816327495	UPS1-UPS2	Non significant	RPE	P0AG07	sp|P0AG07|RPE_ECOLI
981	0.354538981314921	0.795284623614252	-0.0779435616782251	UPS1-UPS2	Non significant	SOHB	P0AG14	sp|P0AG14|SOHB_ECOLI
982	0.192838891428837	0.773718573858482	0.251324923451651	UPS1-UPS2	Non significant	PUR1	P0AG16	sp|P0AG16|PUR1_ECOLI
983	0.734562289737599	0.906263317885344	-0.0922822799522045	UPS1-UPS2	Non significant	PURE	P0AG18	sp|P0AG18|PURE_ECOLI
984	0.954172741682131	0.98354604177307	0.0074233879871741	UPS1-UPS2	Non significant	RELA	P0AG20	sp|P0AG20|RELA_ECOLI
985	0.763693030563719	0.917030217699893	-0.0474884496858365	UPS1-UPS2	Non significant	SPOT	P0AG24	sp|P0AG24|SPOT_ECOLI
986	0.277754301283494	0.773718573858482	-0.167653369612466	UPS1-UPS2	Non significant	YIBN	P0AG27	sp|P0AG27|YIBN_ECOLI
987	0.730079674238744	0.90610138208144	0.0352774115113093	UPS1-UPS2	Non significant	RHO	P0AG30	sp|P0AG30|RHO_ECOLI
988	0.663684168069383	0.899706445905837	-0.0635184387087797	UPS1-UPS2	Non significant	RIBF	P0AG40	sp|P0AG40|RIBF_ECOLI
989	0.0537135267489984	0.773718573858482	-0.269586014571139	UPS1-UPS2	Non significant	RL17	P0AG44	sp|P0AG44|RL17_ECOLI
990	0.840669090648972	0.94094647703511	0.0393320899757157	UPS1-UPS2	Non significant	RL21	P0AG48	sp|P0AG48|RL21_ECOLI
991	0.168021768259373	0.773718573858482	0.415431130535914	UPS1-UPS2	Non significant	RL30	P0AG51	sp|P0AG51|RL30_ECOLI
992	0.743286143132412	0.908364311914564	-0.0356089206983228	UPS1-UPS2	Non significant	RL6	P0AG55	sp|P0AG55|RL6_ECOLI
993	0.769637824440988	0.918542786741512	-0.0394216993428529	UPS1-UPS2	Non significant	RS14	P0AG59	sp|P0AG59|RS14_ECOLI
994	0.0471456716912955	0.773718573858482	-0.525088607168801	UPS1-UPS2	Non significant	RS17	P0AG63	sp|P0AG63|RS17_ECOLI
995	0.397596471451356	0.808622506421539	-0.0716303826197304	UPS1-UPS2	Non significant	RS1	P0AG67	sp|P0AG67|RS1_ECOLI
996	0.0979628826892047	0.773718573858482	0.267295192447186	UPS1-UPS2	Non significant	RMUC	P0AG71	sp|P0AG71|RMUC_ECOLI
997	0.969230223967905	0.992711574754757	-0.0082252846396855	UPS1-UPS2	Non significant	SBCD	P0AG76	sp|P0AG76|SBCD_ECOLI
998	0.315446217287071	0.786199210067355	0.110125104205434	UPS1-UPS2	Non significant	SUBI	P0AG78	sp|P0AG78|SUBI_ECOLI
999	0.828556914497663	0.935853103176967	0.0190880026839153	UPS1-UPS2	Non significant	UGPB	P0AG80	sp|P0AG80|UGPB_ECOLI
1000	0.595078758615257	0.883723089214137	-0.0471239172787818	UPS1-UPS2	Non significant	PSTS	P0AG82	sp|P0AG82|PSTS_ECOLI
1001	0.293792828786027	0.774225929440101	-0.17862942481522	UPS1-UPS2	Non significant	YGHA	P0AG84	sp|P0AG84|YGHA_ECOLI
1002	0.266292967992368	0.773718573858482	-0.432636352071249	UPS1-UPS2	Non significant	SECB	P0AG86	sp|P0AG86|SECB_ECOLI
1003	0.605705053877165	0.887097210853606	-0.0431785446945199	UPS1-UPS2	Non significant	SECD	P0AG90	sp|P0AG90|SECD_ECOLI
1004	0.560198250849509	0.873532510039676	-0.0817537199989893	UPS1-UPS2	Non significant	SECF	P0AG93	sp|P0AG93|SECF_ECOLI
1005	0.170255729810584	0.773718573858482	0.253052062642727	UPS1-UPS2	Non significant	SECG	P0AG99	sp|P0AG99|SECG_ECOLI
1006	0.0643570963119989	0.773718573858482	0.371380195576549	UPS1-UPS2	Non significant	SECY	P0AGA2	sp|P0AGA2|SECY_ECOLI
1007	0.012081812392151	0.476937704128984	0.48408431777645	UPS1-UPS2	Non significant	SERB	P0AGB0	sp|P0AGB0|SERB_ECOLI
1008	0.239117866293241	0.773718573858482	-0.151985091327717	UPS1-UPS2	Non significant	RPOE	P0AGB6	sp|P0AGB6|RPOE_ECOLI
1009	0.801746774432284	0.929143466112808	0.0188874052005694	UPS1-UPS2	Non significant	SLT	P0AGC3	sp|P0AGC3|SLT_ECOLI
1010	0.338712940171866	0.794494307089206	0.185852124130406	UPS1-UPS2	Non significant	SODC	P0AGD1	sp|P0AGD1|SODC_ECOLI
1011	0.621698869011126	0.891890106398116	-0.0824857754170623	UPS1-UPS2	Non significant	SODF	P0AGD3	sp|P0AGD3|SODF_ECOLI
1012	0.408252996169166	0.813825994756104	-0.0827916403433591	UPS1-UPS2	Non significant	SRP54	P0AGD7	sp|P0AGD7|SRP54_ECOLI
1013	0.485550729271505	0.83894721657607	0.06762398321316	UPS1-UPS2	Non significant	SSB	P0AGE0	sp|P0AGE0|SSB_ECOLI
1014	0.209413406081188	0.773718573858482	-0.183539024526819	UPS1-UPS2	Non significant	CHRR	P0AGE6	sp|P0AGE6|CHRR_ECOLI
1015	0.2839349538781	0.773718573858482	0.13302339988919	UPS1-UPS2	Non significant	SUCD	P0AGE9	sp|P0AGE9|SUCD_ECOLI
1016	0.249593616531729	0.773718573858482	0.174239631050504	UPS1-UPS2	Non significant	CSDE	P0AGF2	sp|P0AGF2|CSDE_ECOLI
1017	0.849734483740444	0.94700816140496	-0.0232442810190037	UPS1-UPS2	Non significant	THIL	P0AGG0	sp|P0AGG0|THIL_ECOLI
1018	0.343231745832242	0.795284623614252	-0.108425207765986	UPS1-UPS2	Non significant	TESB	P0AGG2	sp|P0AGG2|TESB_ECOLI
1019	0.0677650350299934	0.773718573858482	0.362307904203178	UPS1-UPS2	Non significant	THIO2	P0AGG4	sp|P0AGG4|THIO2_ECOLI
1020	0.452484940048784	0.82487136528371	-0.165809815959907	UPS1-UPS2	Non significant	TLDD	P0AGG8	sp|P0AGG8|TLDD_ECOLI
1021	0.643871323445316	0.897730908181342	-0.0787346009901633	UPS1-UPS2	Non significant	RBSC	P0AGI1	sp|P0AGI1|RBSC_ECOLI
1022	0.156441980823387	0.773718573858482	-0.239274865771868	UPS1-UPS2	Non significant	TRKA	P0AGI8	sp|P0AGI8|TRKA_ECOLI
1023	0.948719002540514	0.981825342733334	0.0149425406980654	UPS1-UPS2	Non significant	TRMH	P0AGJ2	sp|P0AGJ2|TRMH_ECOLI
1024	0.452566909761761	0.82487136528371	-0.101996407262654	UPS1-UPS2	Non significant	YFIF	P0AGJ5	sp|P0AGJ5|YFIF_ECOLI
1025	0.357704291474016	0.796394507727171	-0.175621495140444	UPS1-UPS2	Non significant	SYY	P0AGJ9	sp|P0AGJ9|SYY_ECOLI
1026	0.0880186393331522	0.773718573858482	-0.368542728579911	UPS1-UPS2	Non significant	YHBY	P0AGK4	sp|P0AGK4|YHBY_ECOLI
1027	0.275875022861121	0.773718573858482	0.135758149665023	UPS1-UPS2	Non significant	ISCR	P0AGK8	sp|P0AGK8|ISCR_ECOLI
1028	0.129269825166542	0.773718573858482	-0.183285732790761	UPS1-UPS2	Non significant	TDCF	P0AGL2	sp|P0AGL2|TDCF_ECOLI
1029	0.162723718940509	0.773718573858482	0.223654946212264	UPS1-UPS2	Non significant	RSME	P0AGL7	sp|P0AGL7|RSME_ECOLI
1030	0.253117409430522	0.773718573858482	0.343375795556227	UPS1-UPS2	Non significant	RL18	P0C018	sp|P0C018|RL18_ECOLI
1031	0.0756340626108959	0.773718573858482	0.242421465575234	UPS1-UPS2	Non significant	PPNP	P0C037	sp|P0C037|PPNP_ECOLI
1032	0.223186663440251	0.773718573858482	-0.207915849551895	UPS1-UPS2	Non significant	IBPA	P0C054	sp|P0C054|IBPA_ECOLI
1033	0.900862999601651	0.96791796665768	0.0341034310318626	UPS1-UPS2	Non significant	IBPB	P0C058	sp|P0C058|IBPB_ECOLI
1034	0.53146879823433	0.864523407522538	0.243565358718513	UPS1-UPS2	Non significant	MLTC	P0C066	sp|P0C066|MLTC_ECOLI
1035	0.254829585316596	0.773718573858482	-0.924214486807827	UPS1-UPS2	Non significant	RELB	P0C079	sp|P0C079|RELB_ECOLI
1036	0.622947036949205	0.891890106398116	0.0472104161603362	UPS1-UPS2	Non significant	SLMA	P0C093	sp|P0C093|SLMA_ECOLI
1037	0.170956054976152	0.773718573858482	-0.338311265060227	UPS1-UPS2	Non significant	SRKA	P0C0K3	sp|P0C0K3|SRKA_ECOLI
1038	0.926265598323334	0.977222177978488	-0.0151546923278261	UPS1-UPS2	Non significant	OSMC	P0C0L2	sp|P0C0L2|OSMC_ECOLI
1039	0.707833015433808	0.90010471273519	0.0802146733953428	UPS1-UPS2	Non significant	PROP	P0C0L7	sp|P0C0L7|PROP_ECOLI
1040	0.683986859570676	0.899706445905837	0.0929148803100119	UPS1-UPS2	Non significant	RLME	P0C0R7	sp|P0C0R7|RLME_ECOLI
1041	0.470434157605848	0.83167310211375	-0.10044959858255	UPS1-UPS2	Non significant	MSCS	P0C0S1	sp|P0C0S1|MSCS_ECOLI
1042	0.972922152476781	0.993833284049908	-0.0032070874204208	UPS1-UPS2	Non significant	DEGP	P0C0V0	sp|P0C0V0|DEGP_ECOLI
1043	0.649897098651353	0.897730908181342	-0.0607808808389976	UPS1-UPS2	Non significant	GATY	P0C8J6	sp|P0C8J6|GATY_ECOLI
1044	0.488932349631353	0.841757807104468	-0.103498371887994	UPS1-UPS2	Non significant	GATZ	P0C8J8	sp|P0C8J8|GATZ_ECOLI
1045	0.0281092499771458	0.773718573858482	0.910963707085017	UPS1-UPS2	Non significant	KBAZ	P0C8K0	sp|P0C8K0|KBAZ_ECOLI
1046	0.165847743038192	0.773718573858482	-0.203300177397971	UPS1-UPS2	Non significant	EMTA	P0C960	sp|P0C960|EMTA_ECOLI
1047	0.633234569201047	0.894905468707311	0.0789070171399828	UPS1-UPS2	Non significant	EPTC	P0CB39	sp|P0CB39|EPTC_ECOLI
1048	0.672526809510234	0.899706445905837	0.20105783953036	UPS1-UPS2	Non significant	RNPH	P0CG19	sp|P0CG19|RNPH_ECOLI
1049	0.553595540752586	0.872917590730293	-0.158313171675523	UPS1-UPS2	Non significant	ACFD	P0CK95	sp|P0CK95|ACFD_ECOLI
1050	0.185063270706909	0.773718573858482	-0.160108014989657	UPS1-UPS2	Non significant	RCSC	P0DMC5	sp|P0DMC5|RCSC_ECOLI
1051	0.788848556545845	0.92583702413266	0.021255574050759	UPS1-UPS2	Non significant	RCSB	P0DMC7	sp|P0DMC7|RCSB_ECOLI
1052	0.841500699391741	0.94094647703511	0.0248188607653788	UPS1-UPS2	Non significant	BIPA	P0DTT0	sp|P0DTT0|BIPA_ECOLI
1053	0.330331337869279	0.791717880047221	-0.130506686374037	UPS1-UPS2	Non significant	RLPA	P10100	sp|P10100|RLPA_ECOLI
1054	0.278575339506723	0.773718573858482	-0.212105456146379	UPS1-UPS2	Non significant	FTSY	P10121	sp|P10121|FTSY_ECOLI
1055	0.710275211447092	0.90010471273519	-0.0384363862180237	UPS1-UPS2	Non significant	GLNQ	P10346	sp|P10346|GLNQ_ECOLI
1056	0.115657060884349	0.773718573858482	0.489940442586715	UPS1-UPS2	Non significant	HIS4	P10371	sp|P10371|HIS4_ECOLI
1057	0.271531424302892	0.773718573858482	-0.22053807442559	UPS1-UPS2	Non significant	FADL	P10384	sp|P10384|FADL_ECOLI
1058	0.229356753757059	0.773718573858482	-0.136462123003604	UPS1-UPS2	Non significant	SECA	P10408	sp|P10408|SECA_ECOLI
1059	0.573418200993898	0.875340100451799	-0.131100370898505	UPS1-UPS2	Non significant	LPXB	P10441	sp|P10441|LPXB_ECOLI
1060	0.230755531300085	0.773718573858482	-0.271786630853896	UPS1-UPS2	Non significant	UGPC	P10907	sp|P10907|UGPC_ECOLI
1061	0.13888862968392	0.773718573858482	-0.773185560573463	UPS1-UPS2	Non significant	UGPQ	P10908	sp|P10908|UGPQ_ECOLI
1062	0.466804325249913	0.831129206336539	0.244610603847107	UPS1-UPS2	Non significant	YFIL	P11289	sp|P11289|YFIL_ECOLI
1063	0.250144273170528	0.773718573858482	-0.208638934865021	UPS1-UPS2	Non significant	NARH	P11349	sp|P11349|NARH_ECOLI
1064	0.996614024282204	0.998834187353639	0.0005687917737446	UPS1-UPS2	Non significant	ARLY	P11447	sp|P11447|ARLY_ECOLI
1065	0.0570472859844279	0.773718573858482	-0.391565043736531	UPS1-UPS2	Non significant	ENTF	P11454	sp|P11454|ENTF_ECOLI
1066	0.763807252286524	0.917030217699893	0.0846310756657545	UPS1-UPS2	Non significant	DAMX	P11557	sp|P11557|DAMX_ECOLI
1067	0.39255582746786	0.806627124279873	-0.0664617850098566	UPS1-UPS2	Non significant	SYR	P11875	sp|P11875|SYR_ECOLI
1068	0.0981490670495968	0.773718573858482	-0.275955088615447	UPS1-UPS2	Non significant	MURF	P11880	sp|P11880|MURF_ECOLI
1069	0.203040817158192	0.773718573858482	-0.221152893885236	UPS1-UPS2	Non significant	AROC	P12008	sp|P12008|AROC_ECOLI
1070	0.140404791010553	0.773718573858482	-0.278855615232956	UPS1-UPS2	Non significant	MOEA	P12281	sp|P12281|MOEA_ECOLI
1071	0.743478990829555	0.908364311914564	0.0393552756024533	UPS1-UPS2	Non significant	MOEB	P12282	sp|P12282|MOEB_ECOLI
1072	0.618934490929274	0.891646321339068	0.0735180435731095	UPS1-UPS2	Non significant	UNG	P12295	sp|P12295|UNG_ECOLI
1073	0.228501024848757	0.773718573858482	-0.1519114756858	UPS1-UPS2	Non significant	UDP	P12758	sp|P12758|UDP_ECOLI
1074	0.0523724487711962	0.773718573858482	-0.369910124948792	UPS1-UPS2	Non significant	YBHB	P12994	sp|P12994|YBHB_ECOLI
1075	0.669883974274661	0.899706445905837	0.0360762814896418	UPS1-UPS2	Non significant	METH	P13009	sp|P13009|METH_ECOLI
1076	0.700511658772369	0.899706445905837	-0.233279329103052	UPS1-UPS2	Non significant	AMPD	P13016	sp|P13016|AMPD_ECOLI
1077	0.99453685116809	0.998492567151631	-0.0008319916432952	UPS1-UPS2	Non significant	FDHE	P13024	sp|P13024|FDHE_ECOLI
1078	0.663046560828608	0.899706445905837	-0.0362599815472961	UPS1-UPS2	Non significant	KATG	P13029	sp|P13029|KATG_ECOLI
1079	0.0651758784456035	0.773718573858482	-0.217370439994223	UPS1-UPS2	Non significant	GLPB	P13033	sp|P13033|GLPB_ECOLI
1080	0.994999920663634	0.998492567151631	-0.0006257789569517	UPS1-UPS2	Non significant	GLPD	P13035	sp|P13035|GLPD_ECOLI
1081	0.673646179572877	0.899706445905837	-0.0497442708139673	UPS1-UPS2	Non significant	FECA	P13036	sp|P13036|FECA_ECOLI
1082	0.365589959341579	0.798271702430459	-0.15936740657429	UPS1-UPS2	Non significant	RPOS	P13445	sp|P13445|RPOS_ECOLI
1083	0.437121422154422	0.824206058600803	0.232993922661258	UPS1-UPS2	Non significant	SBCC	P13458	sp|P13458|SBCC_ECOLI
1084	0.356658602614114	0.796270385836229	-0.113846614662094	UPS1-UPS2	Non significant	TREA	P13482	sp|P13482|TREA_ECOLI
1085	0.391591496149354	0.806627124279873	0.218502827653836	UPS1-UPS2	Non significant	CSRD	P13518	sp|P13518|CSRD_ECOLI
1086	0.925448245222689	0.977222177978488	0.068656653887377	UPS1-UPS2	Non significant	CHIA	P13656	sp|P13656|CHIA_ECOLI
1087	0.92001858168815	0.975494622099442	-0.0461627281738899	UPS1-UPS2	Non significant	MNGR	P13669	sp|P13669|MNGR_ECOLI
1088	0.0179020532511061	0.635203210891924	0.459975045375153	UPS1-UPS2	Non significant	RIML	P13857	sp|P13857|RIML_ECOLI
1089	0.729789418035999	0.90610138208144	0.0781437644221867	UPS1-UPS2	Non significant	SELB	P14081	sp|P14081|SELB_ECOLI
1090	0.35298418615232	0.795284623614252	0.168487862821586	UPS1-UPS2	Non significant	PROV	P14175	sp|P14175|PROV_ECOLI
1091	0.522988161686781	0.861959882216973	0.220934961993407	UPS1-UPS2	Non significant	PROW	P14176	sp|P14176|PROW_ECOLI
1092	0.184098423906074	0.773718573858482	0.213074221012572	UPS1-UPS2	Non significant	ZRAR	P14375	sp|P14375|ZRAR_ECOLI
1093	0.670685667777954	0.899706445905837	-0.1095588274477	UPS1-UPS2	Non significant	FUMB	P14407	sp|P14407|FUMB_ECOLI
1094	0.577957737841386	0.875340100451799	0.0804669665056359	UPS1-UPS2	Non significant	MURD	P14900	sp|P14900|MURD_ECOLI
1095	0.875481351041529	0.95581398050523	0.0261421248991454	UPS1-UPS2	Non significant	AMPP	P15034	sp|P15034|AMPP_ECOLI
1096	0.440115544032074	0.824206058600803	-0.0768267695685871	UPS1-UPS2	Non significant	HELD	P15038	sp|P15038|HELD_ECOLI
1097	0.701067402215437	0.899706445905837	0.0399302217920585	UPS1-UPS2	Non significant	DNLJ	P15042	sp|P15042|DNLJ_ECOLI
1098	0.0379080872556029	0.773718573858482	-0.34546087831469	UPS1-UPS2	Non significant	GLGX	P15067	sp|P15067|GLGX_ECOLI
1099	0.449734777226983	0.82487136528371	-0.0722358198389905	UPS1-UPS2	Non significant	CSTA	P15078	sp|P15078|CSTA_ECOLI
1100	0.269527642912033	0.773718573858482	-0.345770803712046	UPS1-UPS2	Non significant	SRLR	P15082	sp|P15082|SRLR_ECOLI
1101	0.651155233972179	0.897730908181342	-0.0521685270956347	UPS1-UPS2	Non significant	PUR4	P15254	sp|P15254|PUR4_ECOLI
1102	0.423111846710652	0.820867904693356	-0.0991472815230523	UPS1-UPS2	Non significant	PEPD	P15288	sp|P15288|PEPD_ECOLI
1103	0.234191752376391	0.773718573858482	0.222427285664359	UPS1-UPS2	Non significant	PRLF	P15373	sp|P15373|PRLF_ECOLI
1104	0.278774153604771	0.773718573858482	-0.152506136134168	UPS1-UPS2	Non significant	PUR9	P15639	sp|P15639|PUR9_ECOLI
1105	0.553655013909297	0.872917590730293	-0.0561937875478122	UPS1-UPS2	Non significant	PUR2	P15640	sp|P15640|PUR2_ECOLI
1106	0.465542349827077	0.831002121538284	-0.119444038054507	UPS1-UPS2	Non significant	DGTP	P15723	sp|P15723|DGTP_ECOLI
1107	0.850974193053039	0.947805897755823	0.0288244966624447	UPS1-UPS2	Non significant	AROE	P15770	sp|P15770|AROE_ECOLI
1108	0.401965491101476	0.811162582176615	-0.0816641413497976	UPS1-UPS2	Non significant	DHG	P15877	sp|P15877|DHG_ECOLI
1109	0.0772799688306134	0.773718573858482	-0.188641117561382	UPS1-UPS2	Non significant	MALQ	P15977	sp|P15977|MALQ_ECOLI
1110	0.670345250450463	0.899706445905837	-0.0429615831125005	UPS1-UPS2	Non significant	SDHL	P16095	sp|P16095|SDHL_ECOLI
1111	0.697170754861384	0.899706445905837	0.0362808528593064	UPS1-UPS2	Non significant	MIAA	P16384	sp|P16384|MIAA_ECOLI
1112	0.119127493590033	0.773718573858482	-0.169763597675566	UPS1-UPS2	Non significant	SELD	P16456	sp|P16456|SELD_ECOLI
1113	0.882465669061563	0.958178726803451	-0.0281777578967137	UPS1-UPS2	Non significant	TUS	P16525	sp|P16525|TUS_ECOLI
1114	0.191284095985485	0.773718573858482	0.176855122362745	UPS1-UPS2	Non significant	ICLR	P16528	sp|P16528|ICLR_ECOLI
1115	0.151837336781645	0.773718573858482	-0.218425603105771	UPS1-UPS2	Non significant	SYP	P16659	sp|P16659|SYP_ECOLI
1116	0.732328340403525	0.906263317885344	-0.0538272600981173	UPS1-UPS2	Non significant	YJDN	P16681	sp|P16681|YJDN_ECOLI
1117	0.138656486266793	0.773718573858482	-0.213010717276024	UPS1-UPS2	Non significant	CYSP	P16700	sp|P16700|CYSP_ECOLI
1118	0.129077284992215	0.773718573858482	-0.28330152085849	UPS1-UPS2	Non significant	CYSM	P16703	sp|P16703|CYSM_ECOLI
1119	0.102426629880913	0.773718573858482	-0.173817270937903	UPS1-UPS2	Non significant	MREC	P16926	sp|P16926|MREC_ECOLI
1120	0.700346765850005	0.899706445905837	-0.1315788756053	UPS1-UPS2	Non significant	MEND	P17109	sp|P17109|MEND_ECOLI
1121	0.932354641741076	0.97808823373725	-0.0088091230213649	UPS1-UPS2	Non significant	GUTQ	P17115	sp|P17115|GUTQ_ECOLI
1122	0.876018777251805	0.955875513673441	-0.0222960302333313	UPS1-UPS2	Non significant	NFSA	P17117	sp|P17117|NFSA_ECOLI
1123	0.489727541267379	0.841757807104468	-0.093723973719392	UPS1-UPS2	Non significant	GLMS	P17169	sp|P17169|GLMS_ECOLI
1124	0.109153347202809	0.773718573858482	-1.26445346984838	UPS1-UPS2	Non significant	CIRA	P17315	sp|P17315|CIRA_ECOLI
1125	0.535280681842153	0.864523407522538	0.123934733637249	UPS1-UPS2	Non significant	MURG	P17443	sp|P17443|MURG_ECOLI
1126	0.121351975555595	0.773718573858482	-0.302119932514529	UPS1-UPS2	Non significant	BETB	P17445	sp|P17445|BETB_ECOLI
1127	0.471144870869248	0.83167310211375	0.157115700573456	UPS1-UPS2	Non significant	BETI	P17446	sp|P17446|BETI_ECOLI
1128	0.834584845977643	0.936904005060778	-0.0192660070539965	UPS1-UPS2	Non significant	CYSI	P17846	sp|P17846|CYSI_ECOLI
1129	0.0226591723265414	0.727902309176278	-0.265866848742803	UPS1-UPS2	Non significant	CYSH	P17854	sp|P17854|CYSH_ECOLI
1130	0.652043481821687	0.897730908181342	0.104544019750925	UPS1-UPS2	Non significant	PRIA	P17888	sp|P17888|PRIA_ECOLI
1131	0.273027168170065	0.773718573858482	-0.105146649180458	UPS1-UPS2	Non significant	MURC	P17952	sp|P17952|MURC_ECOLI
1132	0.394990647244148	0.808375512681859	0.204156822093992	UPS1-UPS2	Non significant	UBIG	P17993	sp|P17993|UBIG_ECOLI
1133	0.782404547625635	0.922633730642218	0.051657379805949	UPS1-UPS2	Non significant	MINC	P18196	sp|P18196|MINC_ECOLI
1134	0.14232928824892	0.773718573858482	-0.14736923107646	UPS1-UPS2	Non significant	ARGD	P18335	sp|P18335|ARGD_ECOLI
1135	0.435994408037724	0.824206058600803	1.07571164991651	UPS1-UPS2	Non significant	YJJA	P18390	sp|P18390|YJJA_ECOLI
1136	0.718727743967291	0.90010471273519	-0.0420095522717858	UPS1-UPS2	Non significant	RSTB	P18392	sp|P18392|RSTB_ECOLI
1137	0.759277019859935	0.915463251493744	-0.0315297492074436	UPS1-UPS2	Non significant	NADE	P18843	sp|P18843|NADE_ECOLI
1138	0.209407519402775	0.773718573858482	0.236448352140393	UPS1-UPS2	Non significant	GGT	P18956	sp|P18956|GGT_ECOLI
1139	0.909247562367109	0.970704485402912	0.022446900382306	UPS1-UPS2	Non significant	NARY	P19318	sp|P19318|NARY_ECOLI
1140	0.763371607439555	0.917030217699893	-0.0478734688098967	UPS1-UPS2	Non significant	NARZ	P19319	sp|P19319|NARZ_ECOLI
1141	0.0335357127386961	0.773718573858482	-0.414592215744971	UPS1-UPS2	Non significant	PDXA	P19624	sp|P19624|PDXA_ECOLI
1142	0.321117548049732	0.78918702239053	-0.179323619549422	UPS1-UPS2	Non significant	AGP	P19926	sp|P19926|AGP_ECOLI
1143	0.803346852596455	0.929143466112808	0.047540511047881	UPS1-UPS2	Non significant	TOLA	P19934	sp|P19934|TOLA_ECOLI
1144	0.981730243918296	0.996779762220569	-0.0029682319752595	UPS1-UPS2	Non significant	PARE	P20083	sp|P20083|PARE_ECOLI
1145	0.919044502349744	0.974982074836595	0.0127997697834452	UPS1-UPS2	Non significant	BISC	P20099	sp|P20099|BISC_ECOLI
1146	0.994168070347949	0.998492567151631	0.0008102281174444	UPS1-UPS2	Non significant	FIC	P20605	sp|P20605|FIC_ECOLI
1147	0.801530437883157	0.929143466112808	0.0323805468528597	UPS1-UPS2	Non significant	PTFBC	P20966	sp|P20966|PTFBC_ECOLI
1148	0.292544847172643	0.773718573858482	0.132326631003536	UPS1-UPS2	Non significant	FADA	P21151	sp|P21151|FADA_ECOLI
1149	0.271357996209819	0.773718573858482	-0.14689934439081	UPS1-UPS2	Non significant	CYSD	P21156	sp|P21156|CYSD_ECOLI
1150	0.630585588617326	0.894905468707311	-0.0492225759327596	UPS1-UPS2	Non significant	PEPQ	P21165	sp|P21165|PEPQ_ECOLI
1151	0.950111631573874	0.981940971008179	0.0063542810498233	UPS1-UPS2	Non significant	DCOR	P21169	sp|P21169|DCOR_ECOLI
