LFQ intensity 1_1	LFQ intensity 1_2	LFQ intensity 1_3	LFQ intensity 1_4	LFQ intensity 1_5	LFQ intensity 1_6	LFQ intensity 10_1	LFQ intensity 10_2	LFQ intensity 10_3	LFQ intensity 10_4	LFQ intensity 10_5	LFQ intensity 10_6	LFQ intensity 4_1	LFQ intensity 4_2	LFQ intensity 4_3	LFQ intensity 4_4	LFQ intensity 4_5	LFQ intensity 4_6	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant fold10_fold1	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value fold10_fold1	Student's T-test q-value fold10_fold1	Student's T-test Difference fold10_fold1	Student's T-test Test statistic fold10_fold1	Protein IDs	Majority protein IDs	id
23.43606186	23.31741333	22.96002388	22.08292961	23.09371376	21.05202866	21.66924858	23.17800903	22.62157059	23.20204735	22.67329597	21.641119	22.82528114	22.72153664	22.51135254	22.74435425	22.82869339	21.41606331						2	2	2	1.7	1.7	1.7	98.663	0	4.0409	74854000	25	0.129635059	0.787400105	-0.159480095	-0.338572185	sp|Q14693|LPIN1_HUMAN	sp|Q14693|LPIN1_HUMAN	3396
28.61589622	28.52656555	28.40738297	28.29443359	28.14545059	28.21641541	27.55310822	27.64546967	27.64883423	27.71200943	27.78624916	27.68264389	28.03349113	27.96933556	28.09908676	27.87508011	28.16379738	27.89544678				+	fold10_fold1	6	6	6	9.8	9.8	9.8	87.133	0	323.31	4180900000	118	5.211024286	4.32E-05	-0.696304957	-8.610047364	sp|Q14694|UBP10_HUMAN	sp|Q14694|UBP10_HUMAN	3397
21.62998772	22.30145073	22.11707497	22.44524956	22.15859032	21.19869995	22.48320007	21.65031624	22.26262283	22.82715416	22.43740654	22.34228897	21.9100666	22.74629211	22.05008316	20.85322571	21.51367378	20.37580872						1	1	1	5.6	5.6	5.6	26.076	0	2.9617	39865000	11	NaN	NaN	0	NaN	sp|Q14696|MESD_HUMAN	sp|Q14696|MESD_HUMAN	3398
23.21614647	22.65091324	24.0625	24.29845047	23.95650864	22.35120201	22.05303192	22.99179077	23.0187397	23.18566704	21.30780411	20.5217247	22.44982338	23.49950981	22.4643364	23.67508316	21.36484337	20.84532547						1	1	1	2.8	2.8	2.8	106.87	0	32.082	140250000	23	1.317594966	0.079900099	-1.242827098	-2.250622074	sp|Q14697|GANAB_HUMAN	sp|Q14697|GANAB_HUMAN	3399
25.03435326	24.51280022	24.8111763	24.68426323	24.50397301	24.86750031	22.64573288	22.9893856	21.43277359	22.28982353	23.04743576	21.61633492	22.36752892	22.18222046	23.79124069	21.54582977	22.82966614	20.3240757				+	fold10_fold1	3	3	3	9	9	9	63.145	0	41.017	199390000	31	5.011452338	5.94E-05	-2.398763339	-8.174741597	sp|Q14699|RFTN1_HUMAN	sp|Q14699|RFTN1_HUMAN	3400
22.59123802	23.02118874	25.31865501	25.70756721	21.60502052	25.67004013	22.56560516	22.10650444	22.06876945	22.69890213	22.9464283	21.86034393	25.52085304	25.30761528	21.62247086	25.30236053	25.24136353	24.90976334						4	4	3	11	11	9.1	69.991	0	12.875	602660000	30	1.235662244	0.092945811	-1.611192703	-2.139114882	sp|Q14738|2A5D_HUMAN	sp|Q14738|2A5D_HUMAN	3401
25.38798141	25.26352501	25.6152935	25.10249519	25.69551086	26.20687294	24.28883934	24.62410736	24.27873802	24.39152527	24.31202126	23.87361336	25.28862762	25.25562286	24.64504433	24.99929237	24.55285835	24.39969635				+	fold10_fold1	4	4	4	4.9	4.9	4.9	70.702	0	10.454	521340000	60	4.242786299	0.000241375	-1.250472387	-6.6488442	sp|Q14739|LBR_HUMAN	sp|Q14739|LBR_HUMAN	3402
23.71816635	22.82437134	23.01740074	22.13780594	21.85215378	21.58477211	22.21433449	22.16510201	22.23760796	22.19524765	22.75094032	21.87931252	23.2115345	23.33337402	22.1299305	21.87752151	22.13819313	22.20874977						1	1	1	1	1	1	186.79	0	6.9608	57358000	16	NaN	NaN	0	NaN	sp|Q14766|LTBP1_HUMAN	sp|Q14766|LTBP1_HUMAN	3403
24.81083298	22.43085861	24.38784981	24.55590439	22.79360008	21.20498848	22.53557205	22.09117126	23.75603104	22.46584129	22.48477745	23.90315819	24.77741051	23.07583427	21.59619713	22.43436432	24.12162971	21.9155941						6	6	6	3.7	3.7	3.7	376.01	0	47.431	179920000	22	0.320906616	0.547748164	-0.491247177	-0.737731243	sp|Q14789|GOGB1_HUMAN	sp|Q14789|GOGB1_HUMAN	3404
23.20560455	21.6928978	27.19375801	22.39372253	21.04695702	22.40526581	21.92198563	22.13380432	23.23592758	23.47942543	22.08176422	22.47259521	22.16629982	23.01004219	22.58253098	23.14756775	21.42020607	21.10726357						3	3	3	11	11	11	73.261	0	39.145	274490000	17	NaN	NaN	0	NaN	sp|Q14807|KIF22_HUMAN	sp|Q14807|KIF22_HUMAN	3405
23.14305305	22.00933266	24.59280586	24.86914825	25.29547501	25.03644943	22.16264915	23.1010704	25.05221176	25.04963684	25.02267647	25.06262207	25.44846535	22.8638916	21.69360924	20.99271393	22.76506233	20.5894165						2	2	2	5	5	5	55.937	0	37.346	549220000	35	0.03986946	0.931851448	0.084100405	0.112976505	sp|Q14814|MEF2D_HUMAN	sp|Q14814|MEF2D_HUMAN	3406
29.91684151	29.6455555	29.54095078	29.45130348	29.33560371	29.49180603	29.00029373	29.04288673	28.9354229	29.06537819	29.07206535	28.96226311	29.25302315	29.26961327	29.25315857	29.21928024	29.25876236	29.20673943				+	fold10_fold1	16	16	16	11.8	11.8	11.8	218	0	264.32	12271000000	459	4.141995131	0.000292282	-0.550625165	-6.464748428	sp|Q14839|CHD4_HUMAN	sp|Q14839|CHD4_HUMAN	3407
26.69869423	27.85090828	28.01918983	27.97612572	27.91376305	27.91256523	26.70964622	26.60356903	26.40145493	26.40379715	26.18139267	26.27719498	27.59085083	27.74547768	27.8699131	28.31319809	27.67060661	26.55036545				+	fold10_fold1	3	3	3	18.8	18.8	18.8	29.717	0	47.103	2835400000	76	3.785486061	0.000572812	-1.299031893	-5.839720273	sp|Q14847|LASP1_HUMAN	sp|Q14847|LASP1_HUMAN	3408
24.20284462	24.12344742	23.81166649	23.80960655	23.75348282	20.4436512	23.44581795	21.91061592	22.10355377	21.50171661	21.70210648	22.13135529	23.7091465	23.84066963	23.88380814	23.25364113	23.61862946	23.77715874						4	4	4	4.4	4.4	4.4	132.37	0	15.395	159920000	34	1.049034647	0.132448738	-1.22492218	-1.881361205	sp|Q14865|ARI5B_HUMAN	sp|Q14865|ARI5B_HUMAN	3409
27.40308189	27.48423767	26.89550591	26.57657814	26.66397285	26.62170601	26.15797997	26.10325623	26.26795959	26.13025856	25.99589157	26.32692337	26.65047836	26.18646431	26.4836235	26.40350342	26.31499672	26.46937752				+	fold10_fold1	7	7	7	5.4	5.4	5.4	220.62	0	118.29	1476900000	76	2.945390478	0.003119498	-0.777135531	-4.505181462	sp|Q14966|ZN638_HUMAN	sp|Q14966|ZN638_HUMAN	3410
25.24564934	25.03544426	24.73526001	24.67044449	24.43249893	24.5685997	23.14846992	23.09448051	22.50180054	22.78866386	22.12080383	22.95277214	22.38792038	24.49619102	24.29698181	24.627285	24.30480003	23.96287537				+	fold10_fold1	6	6	6	9.8	9.8	9.8	97.169	0	56.528	226450000	41	5.76479663	1.53E-05	-2.013484319	-9.915068309	sp|Q14974|IMB1_HUMAN	sp|Q14974|IMB1_HUMAN	3411
29.86087227	29.88550377	30.03157425	30.02247429	30.08195114	30.09710312	29.70706367	29.55860901	29.52238083	29.62231827	29.42294121	29.44976997	29.77528572	29.80143929	29.87199974	29.98032761	30.05245399	29.99792671				+	fold10_fold1	13	13	13	15.7	15.7	15.7	73.602	0	190.3	14931000000	214	4.699335811	0.000105378	-0.449399312	-7.527689368	sp|Q14978|NOLC1_HUMAN	sp|Q14978|NOLC1_HUMAN	3412
29.31522942	29.08524704	28.90658569	28.83888054	28.98013687	28.91125107	28.56514549	28.50899696	28.37968445	28.51371002	28.46692085	28.53741837	28.59245682	28.65177917	28.63740921	28.61400223	28.71943855	28.65423965				+	fold10_fold1	12	12	12	10.5	10.5	10.5	238.26	0	300.3	7233700000	267	4.30964186	0.00021344	-0.510909081	-6.772857467	sp|Q14980|NUMA1_HUMAN	sp|Q14980|NUMA1_HUMAN	3413
22.62742424	23.28613472	22.65814972	21.70512009	22.39679337	22.40550423	21.59655571	22.30012894	23.37393379	22.29868698	22.42005348	21.95681	21.35982513	21.1277256	22.9825058	21.43804359	21.44114685	23.56313896						2	2	2	1.5	1.5	1.5	211.33	0	91.678	196280000	20	NaN	NaN	0	NaN	sp|Q14997|PSME4_HUMAN	sp|Q14997|PSME4_HUMAN	3414
21.94763756	22.49500275	23.54628181	22.43184853	23.05076027	21.47904015	22.36813354	21.43920326	23.06086922	22.60148239	21.65013695	21.32231903	21.62980652	23.08395576	22.17538452	22.41253281	21.22795486	24.9196167						1	1	1	1.4	1.4	1.4	95.197	0	25.974	442950000	19	NaN	NaN	0	NaN	sp|Q14BN4|SLMAP_HUMAN	sp|Q14BN4|SLMAP_HUMAN	3416
26.96344948	26.85910988	26.68445015	26.72325325	26.68029785	26.4301548	26.11277008	26.04664421	25.98802185	26.3088131	25.83826637	25.86700439	26.82420158	26.572855	26.56028366	26.52049255	26.4745388	26.58305168				+	fold10_fold1	3	3	3	2.6	2.6	2.6	164.98	0	138.72	1784200000	127	4.321033859	0.00021075	-0.696532567	-6.794143035	sp|Q14C86|GAPD1_HUMAN	sp|Q14C86|GAPD1_HUMAN	3417
22.28457832	23.42331886	23.3680706	22.2641964	21.43187714	22.82565308	21.79566002	22.66096687	22.59947586	22.44063377	22.66445351	21.66177177	23.46344376	22.37758446	23.69985962	23.14768028	22.23449135	22.35917473						1	1	1	6	6	6	37.076	0	13.681	46947000	14	NaN	NaN	0	NaN	sp|Q14CS0|UBX2B_HUMAN	sp|Q14CS0|UBX2B_HUMAN	3418
23.1389122	22.54615021	22.72235107	20.48413277	22.56724358	22.7783432	22.95316505	22.45481682	21.68929863	23.60585976	22.80205154	21.61720085	22.67746925	22.41427803	22.25683212	21.67437744	21.17834091	20.695467						1	1	1	6.3	6.3	6.3	38.651	0	8.1999	21136000	4	NaN	NaN	0	NaN	sp|Q14CW9|AT7L3_HUMAN	sp|Q14CW9|AT7L3_HUMAN	3419
23.60596466	22.6090889	25.32621956	25.87342644	25.33121872	25.71161652	25.3877182	25.14452744	25.43233871	25.36783028	25.09800339	20.46495819	25.34475708	21.28179741	25.26820946	25.50682068	25.44698524	20.48220825						4	4	4	9.7	9.7	9.7	82.562	0	94.477	621820000	37	0.100297678	0.830286043	-0.260359764	-0.268484215	sp|Q15003|CND2_HUMAN	sp|Q15003|CND2_HUMAN	3420
23.71334839	22.43652344	22.20153427	22.71790314	20.81269073	21.81683922	23.79330254	21.57204247	22.83259964	21.24010086	22.28224945	21.64482689	22.54238319	21.32731438	23.43429375	22.34972954	20.96064949	20.07965469						2	2	2	18.9	18.9	18.9	11.986	0	7.9042	247170000	19	NaN	NaN	0	NaN	sp|Q15004|PAF15_HUMAN	sp|Q15004|PAF15_HUMAN	3421
23.16897964	23.26869774	23.13587379	22.24408531	23.36248016	22.58444023	21.98195457	22.13695717	23.18948364	22.97965431	21.99322701	21.44465065	22.85417557	22.16514969	22.22875214	21.49090385	22.370224	21.81183052						1	1	1	16.4	16.4	16.4	25.003	0	8.274	4895400	1	NaN	NaN	0	NaN	sp|Q15005|SPCS2_HUMAN	sp|Q15005|SPCS2_HUMAN	3422
22.21701431	22.90185356	23.62804985	21.42985153	21.65841484	21.46399307	22.23706245	22.30800629	21.87120438	22.9503212	21.98363113	21.47834396	21.24551392	21.53859711	22.37356949	22.43754578	22.291996	21.58792686						1	1	1	4.7	4.7	4.7	34.833	0	4.162	30436000	10	NaN	NaN	0	NaN	sp|Q15006|EMC2_HUMAN	sp|Q15006|EMC2_HUMAN	3423
22.92723656	22.73999023	22.61536407	21.81761169	22.26323891	21.82140541	23.07428169	23.79090118	23.41228294	21.72072601	21.97303772	20.83657455	22.17792702	20.41954422	22.23723602	21.78884888	21.94564438	22.34212685						1	1	1	2.3	2.3	2.3	44.243	0.0083778	1.3717	36309000	8	NaN	NaN	0	NaN	sp|Q15007|FL2D_HUMAN	sp|Q15007|FL2D_HUMAN	3424
21.84436417	22.13727188	22.67956161	21.97303581	21.17931938	21.45633507	22.25042343	22.56196785	22.25514984	22.02558899	20.96979713	20.81788063	22.98447037	21.71037674	21.56324387	22.50131226	21.12872505	20.68853951						2	2	2	5.9	5.9	5.9	45.531	0	3.9912	11591000	5	NaN	NaN	0	NaN	sp|Q15008|PSMD6_HUMAN	sp|Q15008|PSMD6_HUMAN	3425
23.36373901	32.69921494	33.12850952	33.15306473	33.69519424	33.52577591	32.0383606	22.73718262	33.42003632	21.80320168	21.60340881	23.0422554	32.37704849	29.69546127	29.54524803	33.61302567	21.86179161	29.64125633						2	2	2	6.4	6.4	6.4	41.487	0	68.591	1.0184E+11	199	1.210397335	0.09769318	-5.820175489	-2.104560726	sp|Q15019|SEPT2_HUMAN	sp|Q15019|SEPT2_HUMAN	3426
21.25835037	23.94951248	21.84810066	21.25264549	22.56364632	23.0126152	21.19203949	22.21794128	22.2471199	21.58393097	23.18438721	21.85248756	22.16994095	22.65081215	21.25884819	22.42338943	22.373312	25.91845703						1	1	1	1.7	1.7	1.7	109.93	0	164.33	1579300000	67	NaN	NaN	0	NaN	sp|Q15020|SART3_HUMAN	sp|Q15020|SART3_HUMAN	3427
26.43111229	26.08421898	25.69165611	25.67734337	25.80891991	24.44815063	24.46294975	25.70627594	25.41412735	25.15267181	25.24793243	25.32916641	25.39172173	25.45425224	25.19805527	25.31105042	25.26581573	25.1025753						2	2	2	2.4	2.4	2.4	157.18	0	86.973	711030000	37	0.757252749	0.234820688	-0.471379598	-1.460364875	sp|Q15021|CND1_HUMAN	sp|Q15021|CND1_HUMAN	3428
23.54548073	23.1326561	22.5723114	22.84680367	22.3718338	20.6871376	22.20643997	21.48704529	21.47262192	21.60112572	22.11688042	21.72809219	21.75436401	21.57152176	21.60634613	22.29702759	22.52296066	20.41266251						1	1	1	1.6	1.6	1.6	83.054	0	7.5591	61889000	16	NaN	NaN	0	NaN	sp|Q15022|SUZ12_HUMAN	sp|Q15022|SUZ12_HUMAN	3429
23.12376404	23.69349289	21.58186722	23.49923515	22.24074936	21.98771286	23.60685539	22.36715698	23.45788002	22.08221626	21.98974991	22.08361816	22.34149361	22.34257126	22.08439064	22.60196304	20.81438255	19.93618393						4	4	4	12.1	12.1	12.1	71.863	0	98.831	166590000	51	NaN	NaN	0	NaN	sp|Q15025|TNIP1_HUMAN	sp|Q15025|TNIP1_HUMAN	3430
23.1574688	22.6156826	23.08100891	21.49870682	20.94019508	22.19387817	26.48437691	21.42573738	23.09589386	22.70704842	26.33447838	26.12687683	23.08444977	26.35203362	22.44608307	26.61343956	26.58706284	26.28529739						3	3	3	7.5	7.5	7.5	109.43	0	90.604	1168900000	42	NaN	NaN	0	NaN	sp|Q15029|U5S1_HUMAN	sp|Q15029|U5S1_HUMAN	3431
22.01779366	23.68078041	23.20785141	23.29328156	24.24096298	24.41377068	23.34000778	22.09026909	22.91989136	23.46226311	23.74273109	23.57819176	22.22353935	23.85566902	24.01239586	23.88306236	21.46208	23.69008446						2	2	2	3.4	3.4	3.4	120.69	0	49.373	197240000	35	0.283346062	0.590526832	-0.28684775	-0.665508039	sp|Q15032|R3HD1_HUMAN	sp|Q15032|R3HD1_HUMAN	3432
23.23897552	22.27353096	23.33329773	20.77823639	21.9885807	22.77068138	22.85035896	22.34914017	22.72315025	21.26106071	21.73135757	21.28888321	21.44917107	22.40172005	23.35508728	22.79165649	20.94398689	20.91963005						1	1	1	3.2	3.2	3.2	43.327	0	3.488	21914000	6	NaN	NaN	0	NaN	sp|Q15035|TRAM2_HUMAN	sp|Q15035|TRAM2_HUMAN	3433
22.09247017	22.49893188	22.59202003	22.38259888	21.8748455	22.11636925	22.88616943	21.82727432	22.59537506	22.20162201	22.07896996	20.99813652	23.16737747	21.10471535	21.79959106	21.88166046	21.44555092	23.54486465						1	1	1	3.6	3.6	3.6	52.901	0	5.8856	218410000	25	NaN	NaN	0	NaN	sp|Q15036|SNX17_HUMAN	sp|Q15036|SNX17_HUMAN	3434
22.0181427	23.01067162	23.67726135	22.68655014	20.96877861	23.03763199	23.433218	21.85425758	22.70555496	22.77921295	21.40455055	22.49723816	23.69412994	21.56458855	22.80290985	23.15501022	21.69418716	21.54805756						1	1	1	8.9	8.9	8.9	23.198	0	5.5044	99770000	14	NaN	NaN	0	NaN	sp|Q15040|JOS1_HUMAN	sp|Q15040|JOS1_HUMAN	3435
24.12857056	21.41231537	23.44844246	22.21709824	23.45310593	22.33244324	22.6655674	22.67712593	21.30348969	22.0817318	23.54295731	20.81190491	25.11557198	21.4978981	21.10607529	22.1781826	22.30481148	20.48373795						1	1	1	16.7	16.7	16.7	23.362	0	10.79	31137000	1	NaN	NaN	0	NaN	sp|Q15041|AR6P1_HUMAN	sp|Q15041|AR6P1_HUMAN	3436
21.94860077	22.56659508	24.45989418	21.55324364	22.14470482	23.43392754	21.94311333	21.89331436	22.4295311	23.47935104	21.60452652	22.19402504	22.69520569	23.32180023	20.54502106	22.18577576	21.58921814	22.59639359						1	1	1	2.8	2.8	2.8	110.52	0	19.403	76482000	17	NaN	NaN	0	NaN	sp|Q15042|RB3GP_HUMAN	sp|Q15042|RB3GP_HUMAN	3437
22.31049919	20.73194313	21.96615601	22.2645607	23.88379669	21.70815849	22.46111488	23.56928444	21.59374809	23.98895645	22.27275467	23.22040176	22.89152145	22.10454559	25.19970322	22.43280029	20.36343956	21.62994003						1	1	1	4.5	4.5	4.5	54.212	0	8.095	141250000	4	NaN	NaN	0	NaN	sp|Q15043|S39AE_HUMAN	sp|Q15043|S39AE_HUMAN	3438
23.16321564	21.67341614	22.71311188	23.10268784	21.98293877	21.72512245	22.89927483	22.87548256	22.99617767	22.82413673	21.81275558	22.05400658	20.97997665	22.74145699	21.17058372	21.26930809	20.89685822	20.7245903						1	1	1	1.5	1.5	1.5	68.047	0.001228	2.1523	26368000	18	NaN	NaN	0	NaN	sp|Q15046|SYK_HUMAN	sp|Q15046|SYK_HUMAN	3439
21.95190811	20.48122406	22.10390091	20.71364403	22.5177536	22.75182343	23.85984421	21.06400108	22.67613029	23.89282227	21.77487564	22.63048363	21.64310265	20.88308525	21.94518852	22.57137299	21.38158417	20.50131416						2	2	2	2.3	2.3	2.3	68.928	0	11.835	173660000	19	NaN	NaN	0	NaN	sp|Q15051|IQCB1_HUMAN	sp|Q15051|IQCB1_HUMAN	3440
29.84758186	29.54198456	29.32156563	29.33983421	29.40673447	29.51979637	28.60293198	28.86797142	28.82149887	28.82064629	28.70285988	28.57553291	28.29714775	28.13628578	28.45567894	28.68815804	28.68374825	28.58193779				+	fold10_fold1	3	3	3	6.9	6.9	6.9	51.4	0	7.2153	7792300000	43	4.988646915	6.16E-05	-0.764342626	-8.12609854	sp|Q15054|DPOD3_HUMAN	sp|Q15054|DPOD3_HUMAN	3441
25.78870392	25.55476189	25.66476059	25.4240303	25.44685745	25.44281578	25.07598305	24.98520088	25.22273064	24.93264961	25.22180939	25.06077003	25.16357613	25.27280807	25.11338615	21.49704933	25.27198792	25.28121758				+	fold10_fold1	3	3	3	3.6	3.6	3.6	88.028	0	78.269	629090000	66	3.925525984	0.000443403	-0.470464389	-6.080546137	sp|Q15057|ACAP2_HUMAN	sp|Q15057|ACAP2_HUMAN	3442
23.62564468	22.40006256	24.20007706	21.63704491	22.36418724	22.14991951	21.68515968	22.30838394	23.14796829	22.59214783	22.75473404	21.99696922	21.73225594	22.51307869	21.9720974	22.25029373	21.28533936	19.55450821						7	7	7	5.5	5.5	5.5	186.49	0	22.303	33146000	15	NaN	NaN	0	NaN	sp|Q15058|KIF14_HUMAN	sp|Q15058|KIF14_HUMAN	3443
22.55835152	22.33412361	27.48108292	27.59042358	27.446558	27.53608513	26.9107933	27.48077583	27.62644958	27.52365112	27.4541111	27.58534431	27.66844368	27.61778831	27.76192474	27.67006683	27.74233246	27.76420593						3	3	3	8.4	8.4	8.4	79.541	0	46.731	3076200000	62	0.780327476	0.224449737	1.605750084	1.494814818	sp|Q15059|BRD3_HUMAN	sp|Q15059|BRD3_HUMAN	3444
21.97553062	23.52037239	23.87558365	23.89068985	23.97640038	23.91305542	23.82832527	23.60274887	23.87445831	23.39341164	23.98485374	23.53516579	23.49106026	23.43999672	23.45487976	23.35353279	23.32827568	23.33510971						5	5	5	12.1	12.1	12.1	74.89	0	31.477	194130000	55	0.220524442	0.666080294	0.177888552	0.538769932	sp|Q15061|WDR43_HUMAN	sp|Q15061|WDR43_HUMAN	3445
22.60786247	21.61980438	22.10137367	21.59541702	22.61913109	20.80041313	21.45697975	22.09336281	22.31385612	22.64943886	21.38586044	20.77697754	22.48532486	22.79696846	21.72729492	21.9531498	21.62741089	20.5522728						1	1	1	0.7	0.7	0.7	162.46	0.002988	1.8657	1431600	2	NaN	NaN	0	NaN	sp|Q15075|EEA1_HUMAN	sp|Q15075|EEA1_HUMAN	3446
21.44232368	21.51282692	22.75577354	22.19366264	22.26187706	22.07235336	23.08021736	22.84347725	21.09164429	21.27795219	22.34231567	20.74496651	22.27461815	21.63899422	22.32298279	22.4412899	21.593153	24.10221481						1	1	1	2.7	2.7	2.7	48.121	0	8.531	251880000	17	NaN	NaN	0	NaN	sp|Q15084|PDIA6_HUMAN	sp|Q15084|PDIA6_HUMAN	3447
23.17481422	29.32967186	23.01195526	29.08101082	22.31660652	29.03923035	28.45708847	28.61901474	28.48131561	28.52193069	28.50138664	28.46505356	28.73779678	28.49998093	28.55120087	28.5618	28.40872002	28.39206505						3	3	3	33.8	33.8	33.8	15.04	0	11.088	6411900000	38	0.972869785	0.15420535	2.515416781	1.77407517	sp|Q15121|PEA15_HUMAN	sp|Q15121|PEA15_HUMAN	3448
22.96536446	23.10042	21.341362	22.9385891	23.08808899	22.78195763	22.63189507	22.68821716	22.59814835	22.34932137	22.4460907	21.28073311	22.51226234	20.90800285	21.38453293	21.76082039	21.8786087	20.92166138						1	1	1	5.6	5.6	5.6	41.038	0	6.6226	18120000	5	NaN	NaN	0	NaN	sp|Q15131|CDK10_HUMAN	sp|Q15131|CDK10_HUMAN	3449
30.32881546	30.0131855	29.9271946	29.9046917	29.69077492	29.80288887	29.11765862	29.04265213	29.38259506	29.25394821	29.25947952	29.441185	29.3358593	29.32562447	29.13084793	29.2363987	29.2757988	29.30475998				+	fold10_fold1	10	10	10	2.9	2.9	2.9	531.78	0	90.469	11610000000	89	4.107651738	0.000313004	-0.695005417	-6.402790461	sp|Q15149|PLEC_HUMAN	sp|Q15149|PLEC_HUMAN	3450
27.84744835	27.86307526	27.84140205	27.73518372	27.69577599	27.46256065	27.26535034	27.26517105	27.31509972	27.15740204	27.29412651	27.35766602	27.66234398	27.60823059	27.63152313	27.46800995	27.51005363	27.50846863				+	fold10_fold1	9	9	9	7.1	7.1	7.1	228.54	0	166.42	3444300000	180	4.345059071	0.000202032	-0.465105057	-6.839181967	sp|Q15154|PCM1_HUMAN	sp|Q15154|PCM1_HUMAN	3451
22.85274506	22.54782486	22.6275425	22.14623451	22.84808922	21.57024384	22.70616531	22.50919533	23.32709312	22.74090385	22.99214745	21.62003517	22.69389343	21.86264229	23.32391167	22.98246956	21.48143387	25.51255798						1	1	1	8.8	8.8	8.8	18.641	0	52.781	851310000	18	NaN	NaN	0	NaN	sp|Q15170|TCAL1_HUMAN	sp|Q15170|TCAL1_HUMAN	3452
22.9236145	21.52172279	22.64928818	22.31843758	25.06093407	22.30410194	22.29153442	21.90499878	21.97689819	24.24076653	23.76607704	21.69589424	24.51520729	24.61784554	24.56767082	21.37375069	24.3474617	24.60155869						2	2	2	8.4	8.4	8.4	56.193	0	15.939	456620000	40	NaN	NaN	0	NaN	sp|Q15172|2A5A_HUMAN	sp|Q15172|2A5A_HUMAN	3453
21.75901222	25.1775589	24.88966942	25.03178978	24.88394928	25.08468437	24.73464012	21.89821053	22.46899223	22.36668015	22.75550652	21.07969475	24.82992172	21.5587635	24.7863121	24.81068611	23.26886749	19.8776989				+	fold10_fold1	4	4	4	24.6	24.6	24.6	32.66	0	37.116	396890000	37	1.578993723	0.047717662	-1.920489947	-2.602818302	sp|Q15181|IPYR_HUMAN	sp|Q15181|IPYR_HUMAN	3454
29.62949181	29.02749252	28.85869408	28.98073578	28.9622364	28.95318794	27.88913536	28.20433807	28.23676491	28.11951447	21.46390152	22.68903923	26.73763466	28.41227722	28.19699669	28.14778137	28.04614449	28.36652946						7	7	7	59.4	59.4	59.4	18.697	0	119.37	4717200000	63	1.356924666	0.074112569	-2.968190829	-2.303896773	sp|Q15185|TEBP_HUMAN	sp|Q15185|TEBP_HUMAN	3455
23.10792732	22.42120743	22.96552086	22.13842392	22.26931	23.36122704	23.3182621	22.85644341	23.03815651	23.1094265	22.62089348	22.2903862	22.05820084	20.92965317	22.83918381	23.32292366	21.73108673	20.62090302						1	1	1	4.6	4.6	4.6	57.157	0	10.181	33595000	5	NaN	NaN	0	NaN	sp|Q15223|NECT1_HUMAN	sp|Q15223|NECT1_HUMAN	3456
22.97570038	23.27831078	22.97502136	21.80459213	22.10278511	21.84258652	21.42899323	21.78178787	20.92206955	22.38372612	21.13423347	21.48959923	21.24022865	22.53901291	22.60329628	22.36063957	21.14544868	24.11957359						1	1	1	7.6	7.6	7.6	54.231	0	61.461	191270000	20	NaN	NaN	0	NaN	sp|Q15233|NONO_HUMAN	sp|Q15233|NONO_HUMAN	3457
23.50796318	22.08196831	22.34144783	22.12265778	22.53023529	21.28286552	22.70526886	22.39757538	23.13932991	22.64113808	22.15516281	21.72618103	21.7895565	23.14003372	22.20625877	21.78522682	21.65262413	27.84296036						1	1	1	2.4	2.4	2.4	99.289	0	143.46	2504500000	45	NaN	NaN	0	NaN	sp|Q15276|RABE1_HUMAN	sp|Q15276|RABE1_HUMAN	3458
21.91512871	21.41272163	23.2508831	21.82624626	21.93694496	21.87467575	22.43704987	22.32045555	22.20024109	23.55114746	22.48478699	20.37228012	26.11799049	22.55139923	23.18477821	22.3339386	21.9276886	20.6540184						2	2	2	5.6	5.6	5.6	34.208	0	3.4587	700060000	15	NaN	NaN	0	NaN	sp|Q15287|RNPS1_HUMAN	sp|Q15287|RNPS1_HUMAN	3459
23.79052544	23.01870728	21.97958565	22.69016647	21.87338257	23.39494514	23.03676796	22.14761734	23.63469505	22.95193863	22.20561218	23.76914787	22.5164299	22.67601585	22.71432304	24.06617165	22.00343513	22.39445877						2	2	2	1.7	1.7	1.7	59.152	0	3.1108	30326000	9	NaN	NaN	0	NaN	sp|Q15291|RBBP5_HUMAN	sp|Q15291|RBBP5_HUMAN	3460
21.96219826	23.9564209	23.92642021	22.49548721	22.91466141	23.78406715	22.89523125	22.00802612	22.38677216	21.75304222	21.71541595	21.52300072	23.19894028	22.24762344	21.70977211	22.92826462	21.85097122	22.96729851				+	fold10_fold1	2	2	2	9.7	9.7	9.7	38.89	0	15.151	98027000	20	1.725992391	0.036254798	-1.126294454	-2.800032589	sp|Q15293|RCN1_HUMAN	sp|Q15293|RCN1_HUMAN	3461
