LFQ intensity UPS1_01	LFQ intensity UPS1_02	LFQ intensity UPS1_03	LFQ intensity UPS1_04	LFQ intensity UPS2_01	LFQ intensity UPS2_02	LFQ intensity UPS2_03	LFQ intensity UPS2_04	Only identified by site	Reverse	Potential contaminant	Student's T-test Significant 1_2	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	-Log Student's T-test p-value 1_2	Student's T-test q-value 1_2	Student's T-test Difference 1_2	Student's T-test Test statistic 1_2	Protein IDs	Majority protein IDs	id
30.26952553	29.98956108	30.54416084	30.05607796	29.84063721	30.58414459	30.44183731	29.94628716						5	5	5	76.3	76.3	76.3	12.493	0	40.224	14754000000	48	0.017794351	0.999856469	0.011604786	0.052473236	sp|P0AEB7|YOAB_ECOLI	sp|P0AEB7|YOAB_ECOLI	988
26.95726204	26.37969398	26.66559982	26.48265457	26.49090767	26.34627914	26.45258713	26.43393135						6	6	6	15.3	15.3	15.3	56.527	0	18.64	1295000000	18	0.711659796	0.795218036	0.190376282	1.46130143	sp|P0AEC0|YOAE_ECOLI	sp|P0AEC0|YOAE_ECOLI	989
29.85330582	30.10299492	29.87425995	30.29208565	30.24070358	29.83300972	30.21430969	30.25552368						26	26	26	46.1	46.1	46.1	87.982	0	180.44	14624000000	141	0.304819771	0.840727676	-0.105225086	-0.725150957	sp|P0AEC3|ARCB_ECOLI	sp|P0AEC3|ARCB_ECOLI	990
26.45768356	26.36614609	26.39899445	26.44945908	26.44426918	26.5240097	26.53898811	26.45338821						16	16	16	25.7	25.7	25.7	102.45	0	89.802	1122600000	20	1.168983784	0.795218036	-0.07209301	-2.224609378	sp|P0AEC5|BARA_ECOLI	sp|P0AEC5|BARA_ECOLI	991
32.01458359	32.5316658	32.65723419	32.53408051	32.76412201	32.82710648	33.08115768	33.07600403						8	8	8	70.8	70.8	70.8	16.066	0	323.31	87840000000	354	1.644025425	0.795218036	-0.502706528	-3.043611822	sp|P0AED0|USPA_ECOLI	sp|P0AED0|USPA_ECOLI	992
26.71306038	26.82420158	26.78056717	26.63353348	27.01786423	26.51644135	26.9262619	27.12455177						5	5	5	29.8	29.8	29.8	23.892	0	7.13	1354800000	11	0.524710005	0.795218036	-0.158439159	-1.13741729	sp|P0AED5|UVRY_ECOLI	sp|P0AED5|UVRY_ECOLI	993
28.77243996	28.57780266	28.66705704	28.59956741	28.74191475	28.67895508	28.62359047	28.82465744						18	18	18	64.5	64.5	64.5	41.269	0	132.72	5032400000	75	0.462757083	0.795218036	-0.063062668	-1.025820933	sp|P0AED7|DAPE_ECOLI	sp|P0AED7|DAPE_ECOLI	994
0	0	0	26.03766632	25.31063461	0	26.11868286	25.59590912						8	8	8	22	22	22	53.464	0	13.729	511250000	11	0.672186065	0.795218036	-12.74689007	-1.394113963	sp|P0AED9|DCM_ECOLI	sp|P0AED9|DCM_ECOLI	995
31.53885269	31.35226631	31.41336823	31.28024101	31.36348343	31.37963295	31.30937576	31.32629967						10	10	10	66.5	66.5	66.5	19.787	0	323.31	33345000000	86	0.39544884	0.796241363	0.051484108	0.901006135	sp|P0AEE1|DCRB_ECOLI	sp|P0AEE1|DCRB_ECOLI	996
29.0502243	28.56456375	28.39415169	28.1788311	28.42846298	28.35846329	28.32491684	28.42270088						6	6	6	33.8	33.8	33.8	37.581	0	101.49	4228100000	33	0.380582056	0.799826805	0.163306713	0.872837071	sp|P0AEE3|DEGS_ECOLI	sp|P0AEE3|DEGS_ECOLI	997
34.87907028	34.84819412	34.86516571	34.73685837	34.80260849	34.84455109	34.78107071	34.84258652						24	24	24	78	78	78	35.712	0	323.31	3.6564E+11	898	0.155727251	0.893584104	0.01461792	0.406221598	sp|P0AEE5|DGAL_ECOLI	sp|P0AEE5|DGAL_ECOLI	998
0	24.73417473	0	24.919981	24.9810257	0	24.86027145	24.83504105						3	3	3	15.1	15.1	15.1	32.099	0	7.5751	318190000	5	0.272194624	0.840727676	-6.255545616	-0.659048877	sp|P0AEE8|DMA_ECOLI	sp|P0AEE8|DMA_ECOLI	999
27.28982353	27.09788322	26.38738823	26.26845932	26.28859329	26.26602936	26.67667198	26.30258751						5	5	5	27.8	27.8	27.8	27.935	0	37.179	1189400000	16	0.667068835	0.795218036	0.377418041	1.385366352	sp|P0AEF0|DNAC_ECOLI	sp|P0AEF0|DNAC_ECOLI	1000
31.58969116	31.54535866	31.29696083	31.71423912	31.69503021	31.32211304	31.66915321	31.70334625						13	13	13	80.3	80.3	80.3	23.104	0	142.79	38535000000	134	0.187869121	0.880623005	-0.060848236	-0.479098099	sp|P0AEG4|DSBA_ECOLI	sp|P0AEG4|DSBA_ECOLI	1001
29.77338409	30.05348969	29.66251373	29.65391541	30.15327644	29.53630638	29.73950386	29.98576546						8	8	8	60.6	60.6	60.6	25.621	0	195.56	11845000000	49	0.15835179	0.892617034	-0.067887306	-0.412277151	sp|P0AEG6|DSBC_ECOLI	sp|P0AEG6|DSBC_ECOLI	1002
28.17478943	27.83062363	27.49205399	27.66112137	27.66152954	27.34764862	27.98359299	27.83285713						10	10	10	28.4	28.4	28.4	49.071	0	89.104	2633500000	33	0.16031414	0.891861386	0.083240032	0.41679213	sp|P0AEH1|RSEP_ECOLI	sp|P0AEH1|RSEP_ECOLI	1003
26.39086914	26.42750359	26.71881866	26.62700653	25.9644413	26.80882263	26.69670486	0						3	3	3	21.6	21.6	21.6	17.419	0	31.226	1025200000	9	0.452594746	0.795218036	6.673557281	1.007236476	sp|P0AEH3|ELAA_ECOLI	sp|P0AEH3|ELAA_ECOLI	1004
29.60856628	30.20466423	30.68453407	30.46334076	29.82215118	30.96726036	30.37823868	29.47986984						5	5	5	44.6	44.6	44.6	11.306	0	144.15	16561000000	251	0.069959001	0.958116468	0.07839632	0.195814921	sp|P0AEH5|ELAB_ECOLI	sp|P0AEH5|ELAB_ECOLI	1005
27.70635605	27.46404076	27.3088665	27.42109489	27.25268555	27.29841614	27.48515892	27.64821625						16	16	16	43	43	43	53.662	0	91.304	2266900000	27	0.169039526	0.886135997	0.053970337	0.436738548	sp|P0AEI1|MIAB_ECOLI	sp|P0AEI1|MIAB_ECOLI	1006
26.81726456	27.31855202	26.73518372	27.27684021	27.35380173	26.62756157	27.48684883	26.83219337						8	8	8	27	27	27	49.581	0	100.13	1720500000	20	0.05248101	0.977552054	-0.038141251	-0.149346171	sp|P0AEI4|RIMO_ECOLI	sp|P0AEI4|RIMO_ECOLI	1007
0	27.11386299	27.05682755	27.29254723	27.02009201	26.65458107	26.90472031	27.12020683						6	6	6	56.2	56.2	56.2	17.433	0	30.011	1606200000	17	0.430248662	0.795218036	-6.559090614	-0.966059671	sp|P0AEI6|NUDJ_ECOLI	sp|P0AEI6|NUDJ_ECOLI	1008
0	0	25.97484779	25.4973793	0	26.00592422	25.83703995	26.30091286						7	7	7	17.1	17.1	17.1	50.333	0	12.874	587940000	9	0.279926291	0.840727676	-6.667912483	-0.674869448	sp|P0AEJ4|ENVZ_ECOLI	sp|P0AEJ4|ENVZ_ECOLI	1009
0	25.74028778	25.88704491	25.74028778	25.66465187	25.51337242	25.90850449	26.0461235						9	9	9	29.1	29.1	29.1	49.403	0	36.264	667680000	15	0.448038612	0.795218036	-6.441257954	-0.998876327	sp|P0AEJ6|EUTB_ECOLI	sp|P0AEJ6|EUTB_ECOLI	1010
31.49419212	32.23617554	32.37751389	32.62970734	32.53531265	32.44126892	32.52257538	32.53839111						11	11	11	77.5	77.5	77.5	25.56	0	323.31	67327000000	290	0.632406943	0.795218036	-0.324989796	-1.3258572	sp|P0AEK2|FABG_ECOLI	sp|P0AEK2|FABG_ECOLI	1011
33.9383316	33.74234009	33.58463669	33.66278076	33.77568436	33.7383194	33.62505722	33.72780991						15	15	15	63.4	63.4	63.4	27.864	0	323.31	1.7819E+11	347	0.066044919	0.962272553	0.015304565	0.185532289	sp|P0AEK4|FABI_ECOLI	sp|P0AEK4|FABI_ECOLI	1012
0	0	0	0	0	0	25.93388939	0						2	2	2	13.7	13.7	13.7	24.606	0.001368	2.9958	486920000	1	NaN	NaN	0	NaN	sp|P0AEL0|FDOI_ECOLI	sp|P0AEL0|FDOI_ECOLI	1013
27.14908981	26.12886429	26.70754051	25.93665504	0	26.92750549	26.7612915	26.59491348						5	5	5	22.6	22.6	22.6	34.283	0	89.848	1013400000	15	0.425459858	0.795218036	6.409609795	0.957177056	sp|P0AEL6|FEPB_ECOLI	sp|P0AEL6|FEPB_ECOLI	1014
27.33483696	26.92761803	27.29438972	27.35136032	27.16796494	27.54274178	26.85673714	27.05558586						4	4	4	55	55	55	16.081	0	35.054	1881200000	22	0.155491056	0.893584104	0.071293831	0.405675668	sp|P0AEM0|FKBX_ECOLI	sp|P0AEM0|FKBX_ECOLI	1015
26.75875282	26.00528145	26.27072334	25.57701111	25.79310226	26.23121643	26.37135696	25.96249962						4	4	4	38.1	38.1	38.1	10.34	0	20.65	794720000	17	0.081902431	0.945277246	0.063398361	0.226774092	sp|P0AEM4|FLGM_ECOLI	sp|P0AEM4|FLGM_ECOLI	1016
27.2892971	26.14701462	26.37607002	26.02441025	26.04071999	26.3905735	26.1627121	26.14063263						6	6	6	33.9	33.9	33.9	27.521	0	46.156	983080000	21	0.412149623	0.795218036	0.275538445	0.932374421	sp|P0AEM6|FLIA_ECOLI	sp|P0AEM6|FLIA_ECOLI	1017
32.88274384	33.14960098	33.12493896	33.30660629	33.20339584	33.1626091	33.35848999	33.22403336						27	27	27	84.6	84.6	84.6	29.039	0	323.31	1.1363E+11	306	0.586115249	0.795218036	-0.121159554	-1.245590457	sp|P0AEM9|TCYJ_ECOLI	sp|P0AEM9|TCYJ_ECOLI	1018
29.35291862	29.55129242	29.39923477	29.75195503	29.76758766	29.48901367	29.95656967	29.88630295						12	12	12	67.4	67.4	67.4	26.242	0	136.89	10419000000	102	0.979448765	0.795218036	-0.261018276	-1.909050565	sp|P0AEN1|FRE_ECOLI	sp|P0AEN1|FRE_ECOLI	1019
29.26640129	29.39077377	29.52028275	29.4889183	29.48283386	29.51491547	29.59004784	29.70801735						5	5	5	51.4	51.4	51.4	15.473	0	71.407	9095200000	50	1.077378767	0.795218036	-0.1573596	-2.071790066	sp|P0AEN8|FUCM_ECOLI	sp|P0AEN8|FUCM_ECOLI	1020
31.75597	32.05817795	31.95227051	32.06358719	32.21439743	32.09260559	32.14385223	32.2650032						15	15	15	65.9	65.9	65.9	32.942	0	323.31	56348000000	184	1.462066399	0.795218036	-0.221463203	-2.722912027	sp|P0AEP3|GALU_ECOLI	sp|P0AEP3|GALU_ECOLI	1021
29.24871063	29.68237686	30.15243149	30.13955879	29.88682556	29.9546299	29.77821922	29.77552032						6	6	6	88.1	88.1	88.1	13.737	0	56.88	12325000000	121	0.069915523	0.958116468	-0.043029308	-0.195701078	sp|P0AEQ1|GLCG_ECOLI	sp|P0AEQ1|GLCG_ECOLI	1022
33.22733688	33.78341675	33.63827896	33.92777634	33.95350266	33.65480423	33.9290123	33.88903427						21	21	21	74.6	74.6	74.6	27.19	0	323.31	1.8036E+11	587	0.606299466	0.795218036	-0.212386131	-1.280709514	sp|P0AEQ3|GLNH_ECOLI	sp|P0AEQ3|GLNH_ECOLI	1023
28.2812252	28.25173759	28.0307579	28.26270866	28.23265266	28.73075294	28.002388	28.33129501						4	4	4	23.3	23.3	23.3	24.364	0	14.077	3755000000	23	0.303109399	0.840727676	-0.117664814	-0.721726927	sp|P0AEQ6|GLNP_ECOLI	sp|P0AEQ6|GLNP_ECOLI	1024
30.55206299	30.03708458	30.45189285	29.90440559	29.71875381	30.47392273	29.85648537	30.13418198						5	5	5	25.3	25.3	25.3	29.78	0	39.064	13324000000	38	0.35903432	0.808031298	0.190525532	0.831569846	sp|P0AER0|GLPF_ECOLI	sp|P0AER0|GLPF_ECOLI	1025
0	0	26.35516357	25.87993622	26.11549187	0	0	0						3	3	3	19.9	19.9	19.9	27.502	0	5.4046	616250000	7	NaN	NaN	0	NaN	sp|P0AER3|GLTJ_ECOLI	sp|P0AER3|GLTJ_ECOLI	1026
0	0	26.26753044	25.46482086	25.56363297	25.97733879	25.89511299	0						3	3	3	16.5	16.5	16.5	42.425	0	35.159	647370000	8	0.268284699	0.840727676	-6.425933361	-0.651009759	sp|P0AER8|GLTS_ECOLI	sp|P0AER8|GLTS_ECOLI	1027
24.90618896	25.88359833	24.79907036	26.35632324	26.10757256	0	26.3768158	26.49451256						9	9	9	19.4	19.4	19.4	70.531	0	29.597	812250000	20	0.379544301	0.799826805	5.741569996	0.870861769	sp|P0AES0|GSP_ECOLI	sp|P0AES0|GSP_ECOLI	1028
27.71423912	27.99792671	27.89746857	27.68438339	27.85055161	28.07546234	27.82000732	27.89689064						10	10	10	28.7	28.7	28.7	49.14	0	71.672	2950300000	39	0.408980919	0.795218036	-0.08722353	-0.926444424	sp|P0AES2|GUDD_ECOLI	sp|P0AES2|GUDD_ECOLI	1029
32.71655273	32.61214828	32.44428253	32.53568268	32.66350174	32.43494797	32.60322189	32.54947281						46	46	46	57.4	57.4	57.4	96.962	0	323.31	74925000000	374	0.06795982	0.960250304	0.014380455	0.190571557	sp|P0AES4|GYRA_ECOLI	sp|P0AES4|GYRA_ECOLI	1030
31.62444496	32.01345062	32.03157425	32.29775238	32.22190475	31.96220207	32.25290298	32.18432236						37	37	37	62.4	62.4	62.4	89.949	0	323.31	53238000000	369	0.484560948	0.795218036	-0.163527489	-1.065416169	sp|P0AES6|GYRB_ECOLI	sp|P0AES6|GYRB_ECOLI	1031
31.25805473	31.6539917	32.093647	32.15285492	31.95999336	32.09992599	32.43427658	32.13307953						3	3	3	54.5	54.5	54.5	11.857	0	244.38	55622000000	765	0.784374502	0.795218036	-0.367181778	-1.583950775	sp|P0AES9|HDEA_ECOLI	sp|P0AES9|HDEA_ECOLI	1032
32.26785278	32.81933975	32.69428253	33.04925919	33.02317047	32.70338821	32.84856796	32.84310913						4	4	4	51.9	51.9	51.9	12.043	0	162.03	1.119E+11	567	0.359110549	0.808031298	-0.146875381	-0.831716796	sp|P0AET2|HDEB_ECOLI	sp|P0AET2|HDEB_ECOLI	1033
32.85517502	32.70386124	32.71327591	32.73099136	32.68795776	32.71973801	32.61267471	32.60244751						15	15	15	73.3	73.3	73.3	26.778	0	171.09	82973000000	259	1.091627726	0.795218036	0.095121384	2.095509119	sp|P0AET8|HDHA_ECOLI	sp|P0AET8|HDHA_ECOLI	1034
31.4948597	31.39647102	31.18109703	31.63845253	31.50042725	31.30606461	31.51582718	31.58535385						15	14	14	68.5	65.8	65.8	28.483	0	323.31	34540000000	122	0.168129895	0.886401589	-0.049198151	-0.434668794	sp|P0AEU0|HISJ_ECOLI	sp|P0AEU0|HISJ_ECOLI	1035
32.47619629	32.38910294	32.69486237	32.5512619	32.44480133	32.73984909	32.67303467	32.6089592						6	6	6	47.8	47.8	47.8	17.688	0	306.68	80150000000	174	0.438407965	0.795218036	-0.088805199	-0.981145836	sp|P0AEU7|SKP_ECOLI	sp|P0AEU7|SKP_ECOLI	1036
25.02981186	25.03040123	0	0	25.58588982	0	25.02901077	24.88804436						3	3	3	10.4	10.4	10.4	37.302	0	16.419	367540000	9	0.274510311	0.840727676	-6.360682964	-0.663797794	sp|P0AEV1|RSSB_ECOLI	sp|P0AEV1|RSSB_ECOLI	1037
25.48747635	25.47880173	25.34116364	26.12303162	25.88627625	25.49658775	25.20813942	25.75029182						3	3	3	29.5	29.5	29.5	17.056	0	41.613	649550000	11	0.03339679	0.998317858	0.022294521	0.096871243	sp|P0AEV9|HYCI_ECOLI	sp|P0AEV9|HYCI_ECOLI	1038
0	0	0	0	0	0	24.73117447	0						2	2	2	10.2	10.2	10.2	30.938	0	10.856	248750000	2	NaN	NaN	0	NaN	sp|P0AEW4|CPDA_ECOLI	sp|P0AEW4|CPDA_ECOLI	1039
27.73653793	27.30730247	27.39982605	27.21308136	27.30042458	26.99528694	26.86867714	27.33662415						9	9	9	33.9	33.9	33.9	48.448	0	61.195	1885700000	18	0.905377495	0.795218036	0.288933754	1.785978135	sp|P0AEW6|INGK_ECOLI	sp|P0AEW6|INGK_ECOLI	1040
29.14199638	28.97607231	28.92212677	29.12297249	28.92617607	28.830019	29.11728668	29.17035484						11	11	11	34.9	34.9	34.9	33.755	0	104.79	6249400000	59	0.114739649	0.920062144	0.02983284	0.308928794	sp|P0AEW9|K1PF_ECOLI	sp|P0AEW9|K1PF_ECOLI	1041
28.6923542	28.21308136	28.4238224	27.6798954	28.14981651	28.81924629	28.54447365	0						4	4	4	9	9	9	47.052	0	52.958	3217300000	16	0.429131855	0.795218036	6.873904228	0.963990035	sp|P0AEX3|KGTP_ECOLI	sp|P0AEX3|KGTP_ECOLI	1042
27.20527077	26.42844582	27.01786423	27.13565063	26.23653603	27.09948921	25.96613693	26.85066986						4	4	4	21.5	21.5	21.5	32.344	0	48.653	1324500000	13	0.610660569	0.795218036	0.408599854	1.288272207	sp|P0AEX5|KPPR_ECOLI	sp|P0AEX5|KPPR_ECOLI	1043
34.42103958	34.6332016	34.67482376	34.78741074	34.71477127	34.64603043	34.77475357	34.91447449						26	26	26	79	79	79	43.387	0	323.31	3.4558E+11	1579	0.673328541	0.795218036	-0.133388519	-1.396065707	sp|P0AEX9|MALE_ECOLI	sp|P0AEX9|MALE_ECOLI	1044
0	24.31920624	0	24.92166138	0	0	24.31001091	0						3	3	3	16	16	16	30.412	0	11.169	221450000	6	NaN	NaN	0	NaN	sp|P0AEY3|MAZG_ECOLI	sp|P0AEY3|MAZG_ECOLI	1045
28.32941437	28.98400116	28.91199303	29.2292881	29.25191689	28.91911697	29.27353287	29.28299332						11	11	11	66.3	66.3	66.3	21.891	0	125.02	6749500000	77	0.744188215	0.795218036	-0.318215847	-1.516325203	sp|P0AEY5|MDAB_ECOLI	sp|P0AEY5|MDAB_ECOLI	1046
32.70384216	32.63478088	32.67274094	32.57185745	32.67286682	32.69147873	32.77860641	32.6432991						15	15	15	61.1	61.1	61.1	29.614	0	248.53	81374000000	202	0.587684198	0.795218036	-0.050757408	-1.248327438	sp|P0AEZ3|MIND_ECOLI	sp|P0AEZ3|MIND_ECOLI	1047
31.31985474	31.29794502	30.98617363	31.25934601	31.17128563	31.3072052	31.17658615	31.08436012						11	11	11	62.9	62.9	62.9	18.665	0	206.67	28106000000	94	0.129068008	0.905820073	0.030970573	0.343550654	sp|P0AEZ9|MOAB_ECOLI	sp|P0AEZ9|MOAB_ECOLI	1049
28.01462173	28.58078957	29.30395508	29.05258369	29.11755943	29.55568695	28.58398247	28.88547325						8	8	8	79.5	79.5	79.5	21.222	0	90.554	6019800000	118	0.368757885	0.804349138	-0.297688007	-0.850258566	sp|P0AF03|MOG_ECOLI	sp|P0AF03|MOG_ECOLI	1050
31.09754372	30.97882843	31.0069809	31.07048035	31.05672455	31.06072235	31.16985321	31.15267181						12	12	12	46.1	46.1	46.1	39.938	0	130.61	25809000000	114	0.89219839	0.795218036	-0.071534634	-1.764052703	sp|P0AF08|APBC_ECOLI	sp|P0AF08|APBC_ECOLI	1051
29.92124748	29.95046425	30.16889763	30.57190323	30.32795906	30.32399368	30.62992668	30.32934952						10	10	10	82.3	82.3	82.3	24.354	0	239.95	16017000000	97	0.725614459	0.795218036	-0.249679089	-1.484941175	sp|P0AF12|MTNN_ECOLI	sp|P0AF12|MTNN_ECOLI	1052
0	24.01988029	0	23.47864723	0	0	0	0						4	4	4	8.6	8.6	8.6	55.267	0	5.0079	128170000	3	NaN	NaN	0	NaN	sp|P0AF16|MURJ_ECOLI	sp|P0AF16|MURJ_ECOLI	1053
30.891716	31.16140938	31.05646515	31.23614883	31.36968422	31.0518055	31.4186039	31.48265266						18	18	18	70.9	70.9	70.9	40.949	0	323.31	29857000000	176	1.041016342	0.795218036	-0.244251728	-2.01132049	sp|P0AF18|NAGA_ECOLI	sp|P0AF18|NAGA_ECOLI	1054
29.07252693	29.00736809	29.01974678	28.90089798	28.98956108	28.86272049	28.95215988	29.14734459						12	12	12	35.7	35.7	35.7	44.541	0	117.01	6165500000	70	0.062240802	0.9673968	0.012188435	0.175471407	sp|P0AF20|NAGC_ECOLI	sp|P0AF20|NAGC_ECOLI	1055
28.90020752	29.74699974	29.67850304	30.14260483	30.11272049	29.58810043	29.89168549	30.02035713						10	10	10	64.8	64.8	64.8	27.163	0	231.8	10767000000	84	0.452778471	0.795218036	-0.286137104	-1.007573227	sp|P0AF24|NAGD_ECOLI	sp|P0AF24|NAGD_ECOLI	1056
22.06444168	22.14064789	22.08828926	0	22.22199249	0	0	0						2	2	2	10.2	10.2	10.2	26.449	0	7.28	41357000	9	0.679311231	0.795218036	11.01784658	1.406278897	sp|P0AF26|NARJ_ECOLI	sp|P0AF26|NARJ_ECOLI	1057
30.56210899	30.7722683	30.62888336	31.0824585	30.8495369	30.57632637	30.97233772	31.16416931						11	11	11	54.2	54.2	54.2	23.927	0	104.24	21812000000	89	0.324677295	0.827885691	-0.129162788	-0.764591969	sp|P0AF28|NARL_ECOLI	sp|P0AF28|NARL_ECOLI	1058
32.58696365	32.48402023	32.74115753	32.47529984	32.68187714	32.78852081	32.7778244	32.61703873						6	6	6	86.4	86.4	86.4	9.6347	0	323.31	77564000000	439	1.003081587	0.795218036	-0.144454956	-1.94829824	sp|P0AF36|ZAPB_ECOLI	sp|P0AF36|ZAPB_ECOLI	1059
26.55844498	26.80378151	26.10531616	26.81445694	26.62589073	26.66709137	26.48752213	26.69935608						8	8	8	18.4	18.4	18.4	59.466	0	33	1206500000	19	0.105795426	0.929407033	-0.049465179	-0.286954979	sp|P0AF43|YJBB_ECOLI	sp|P0AF43|YJBB_ECOLI	1060
28.01935005	27.63754654	27.43380356	27.29219627	27.49060059	27.6196785	27.20517731	27.33304596						6	6	6	61.6	61.6	61.6	15.656	0	36.993	2278600000	25	0.453172116	0.795218036	0.183598518	1.008294649	sp|P0AF48|YJBQ_ECOLI	sp|P0AF48|YJBQ_ECOLI	1061
31.24841499	30.72939301	30.99442482	30.6865387	30.86842728	31.21129608	30.25844765	30.05969238						6	6	6	75.4	75.4	75.4	13.519	0	147.97	21030000000	53	0.482341758	0.795218036	0.315227032	1.061402917	sp|P0AF50|YJBR_ECOLI	sp|P0AF50|YJBR_ECOLI	1062
28.29004478	28.06383705	28.28515625	27.37036133	27.74220467	28.28458214	27.35270691	28.07551384						3	3	3	26.9	26.9	26.9	11.671	0	45.724	3034500000	19	0.181777478	0.881251246	0.138597965	0.465493282	sp|P0AF54|YJCH_ECOLI	sp|P0AF54|YJCH_ECOLI	1063
0	0	0	25.29628181	0	0	0	25.06035614						2	2	2	28.9	28.9	28.9	8.5498	0	9.4514	304840000	3	NaN	NaN	0	NaN	sp|P0AF59|YJDI_ECOLI	sp|P0AF59|YJDI_ECOLI	1064
0	25.97648811	0	25.92245483	25.3091774	0	25.49634361	25.31101608						5	5	5	48.2	48.2	48.2	15.593	0	4.9885	538260000	8	0.251789953	0.84302762	-6.054398537	-0.616798373	sp|P0AF63|NSRR_ECOLI	sp|P0AF63|NSRR_ECOLI	1065
26.91661263	27.74451637	27.37807274	27.90132904	27.81976318	0	27.70964622	27.72110176						3	3	3	26.1	26.1	26.1	16.853	0	39.73	2083000000	19	0.42768764	0.795218036	6.672504902	0.961311947	sp|P0AF67|TSAE_ECOLI	sp|P0AF67|TSAE_ECOLI	1066
30.80462837	31.07341957	30.65283775	31.03006172	30.97240639	30.60416985	31.07546234	31.02240944						3	3	3	63.2	63.2	63.2	11.958	0	193.93	24427000000	99	0.069670224	0.958116468	-0.028375149	-0.195058639	sp|P0AF70|YJEI_ECOLI	sp|P0AF70|YJEI_ECOLI	1067
30.71120644	30.22550011	30.40882111	30.1902523	30.19307518	30.56529045	29.36950874	29.77360535						3	3	3	15.2	15.2	15.2	15.603	0	61.782	14111000000	33	0.695858853	0.795218036	0.408575058	1.434465971	sp|P0AF90|RRAB_ECOLI	sp|P0AF90|RRAB_ECOLI	1068
32.48903275	32.56814957	32.78489685	32.98551178	32.61635971	32.87770844	33.26290512	32.8970108						6	6	6	75.8	75.8	75.8	13.611	0	171.56	88013000000	349	0.553790024	0.795218036	-0.206598282	-1.188913214	sp|P0AF93|RIDA_ECOLI	sp|P0AF93|RIDA_ECOLI	1069
31.95497704	32.72470474	32.57783508	32.84830475	33.03224564	32.68108368	32.91680527	33.0224762						12	12	12	90	90	90	16.865	0	316.64	91275000000	301	0.915486055	0.795218036	-0.386697292	-1.802787316	sp|P0AF96|TABA_ECOLI	sp|P0AF96|TABA_ECOLI	1070
28.93733406	28.35938454	28.41570663	28.42958069	28.47146416	28.24825668	28.66387177	28.5082798						5	5	5	14.2	14.2	14.2	40.357	0	59.261	4359600000	23	0.149357487	0.895329121	0.062533379	0.391442388	sp|P0AF98|LPTF_ECOLI	sp|P0AF98|LPTF_ECOLI	1071
27.66397285	27.4969368	27.36051559	27.54760361	27.61210442	27.2469902	27.69032478	27.79693031						15	15	15	40.3	40.3	40.3	67.083	0	124.67	2307600000	32	0.20363786	0.875485965	-0.069330215	-0.513897752	sp|P0AFA2|NARX_ECOLI	sp|P0AFA2|NARX_ECOLI	1072
27.8176918	28.05051041	28.77253532	28.20666885	28.36210442	28.34861946	28.30129623	28.52578163						9	9	9	16.6	16.6	16.6	56.728	0	120.68	3796300000	43	0.355943851	0.811960807	-0.172598839	-0.82560628	sp|P0AFA7|NHAB_ECOLI	sp|P0AFA7|NHAB_ECOLI	1073
0	27.51194	27.32405853	27.80501175	27.96245575	27.70793533	27.92756271	27.5737648						9	9	9	42.5	42.5	42.5	33.62	0	40.712	2436400000	14	0.468073772	0.795218036	-7.132677078	-1.03551027	sp|P0AFB1|NLPI_ECOLI	sp|P0AFB1|NLPI_ECOLI	1074
0	25.56816483	26.48277664	25.72775078	26.07628822	26.06675529	25.61745262	26.35336494						3	3	3	10.6	10.6	10.6	38.556	0	36.607	777640000	12	0.456841282	0.795218036	-6.58379221	-1.015012768	sp|P0AFB5|NTRB_ECOLI	sp|P0AFB5|NTRB_ECOLI	1075
29.37995338	28.46629906	28.3089962	27.666008	27.87373161	28.27408791	28.27488708	27.23288155						11	11	11	29.2	29.2	29.2	52.254	0	106.39	3616000000	29	0.592873656	0.795218036	0.541417122	1.257371568	sp|P0AFB8|NTRC_ECOLI	sp|P0AFB8|NTRC_ECOLI	1076
30.42872238	30.13209915	30.41477966	29.89186096	30.21349907	30.21500397	29.36690521	29.5188961						3	3	3	19	19	19	16.457	0	57.497	13292000000	27	0.734906277	0.795218036	0.388289452	1.500652572	sp|P0AFC3|NUOA_ECOLI	sp|P0AFC3|NUOA_ECOLI	1077
31.60346413	31.67518234	31.63469315	31.73174095	31.77544975	31.49423981	31.61789322	31.75234604						13	13	13	74.5	74.5	74.5	25.056	0	239.44	39626000000	127	0.006081316	0.999856469	0.001287937	0.018166796	sp|P0AFC7|NUOB_ECOLI	sp|P0AFC7|NUOB_ECOLI	1078
30.83507347	30.95240974	30.9203949	30.90562439	31.12632561	30.76327133	31.14946556	30.88263512						7	7	7	63.9	63.9	63.9	18.59	0	317.23	26916000000	140	0.337974628	0.817070983	-0.077048779	-0.790696225	sp|P0AFD1|NUOE_ECOLI	sp|P0AFD1|NUOE_ECOLI	1079
27.99647331	27.80482864	27.58677673	28.01345062	27.86005783	27.64299393	28.00854492	27.9186058						4	4	4	12.6	12.6	12.6	36.219	0	60.108	2923100000	24	0.019244571	0.999856469	-0.007168293	-0.056660776	sp|P0AFD4|NUOH_ECOLI	sp|P0AFD4|NUOH_ECOLI	1080
