,Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
2705,sp|Q12481|RRP36_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.666666667,0.166666667
2708,sp|Q12494|KCS1_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.382060091,0.12603267,10.96588757,15,1.47E-08,1.78E-07,NA,0.657407407,0.657407407
2711,sp|Q12499|NOP58_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.043657481,0.40606858,-0.107512581,9,0.916740921,0.939215859,NA,0.416666667,0
2714,sp|Q12500|AVL9_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.581300958,0.174514568,9.061140136,15,1.80E-07,1.69E-06,NA,0.357142857,0.357142857
2717,sp|Q12515|PAR32_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.522198385,0.538049773,2.829103292,9,0.019751295,0.042430149,NA,0.8125,0.3125
2720,sp|Q12532|RQC2_YEAST,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.324248023,0.217644428,1.489806224,14,0.158456494,0.236560606,NA,0.666666667,0.583333333
2723,sp|Q12789|TF3C1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.138694905,0.078591088,-1.764766322,15,0.097948887,0.160188293,NA,0.142857143,0.142857143
2726,sp|Q12797|ASPH_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.72574886,0.172684033,-4.202756033,15,0.000768613,0.002786661,NA,0.375,0.375
2729,sp|Q12802|AKP13_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.170298883,0.040882848,-4.165533794,15,0.000828665,0.002977193,NA,0.191176471,0.191176471
2732,sp|Q12830|BPTF_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.128069339,0.145607713,-0.879550521,15,0.392975913,0.489064067,NA,0.347222222,0.347222222
2735,sp|Q12834|CDC20_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.187547512,0.176066866,1.065206172,15,0.303629453,0.398482291,NA,0.316666667,0.316666667
2738,sp|Q12872|SFSWA_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.279082453,0.410322212,-0.680154389,15,0.50676939,0.598772166,NA,0.333333333,0.333333333
2741,sp|Q12873|CHD3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.127924937,0.044875624,-2.850655334,15,0.012150371,0.028416479,NA,0.148148148,0.148148148
2744,sp|Q12874|SF3A3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.080195248,0.181964291,-0.440719704,15,0.665701334,0.7325944,NA,0.25,0.25
2747,sp|Q12888|TP53B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.030471449,0.119721235,0.254520004,15,0.802550115,0.845125718,NA,0.277777778,0.277777778
2750,sp|Q12905|ILF2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.206058485,0.11737418,-1.755569109,15,0.099555884,0.162314932,NA,0.142857143,0.142857143
2753,sp|Q12906|ILF3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.063207733,0.106077443,-0.595864031,15,0.560150532,0.64411227,NA,0.294715447,0.294715447
2756,sp|Q12923|PTN13_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.247859216,0.084198746,-2.94373999,15,0.010060589,0.024353986,NA,0.423076923,0.423076923
2759,sp|Q12931|TRAP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.438418249,0.146654417,-2.98946501,13,0.010448429,0.025139554,NA,0.083333333,0.083333333
2762,sp|Q13017|RHG05_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.276983594,0.115000312,-2.40854645,15,0.029330648,0.059082454,NA,0.319444444,0.319444444
2765,sp|Q13029|PRDM2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.016708049,0.329957933,-0.050636907,15,0.960283003,0.967694771,NA,0.597222222,0.597222222
2768,sp|Q13045|FLII_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.058582362,0.196508431,0.298116279,7,0.774268666,0.822984365,NA,0.5,0.25
2771,sp|Q13111|CAF1A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.258542876,0.042822799,-6.037505348,15,2.27E-05,0.000132825,NA,0.116666667,0.116666667
2774,sp|Q13177|PAK2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.104232812,0.098632006,-1.056784878,15,0.307333405,0.401353164,NA,0.269607843,0.269607843
2777,sp|Q13185|CBX3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.148107628,0.066296084,-2.234032834,15,0.041129127,0.078595732,NA,0.128205128,0.128205128
2780,sp|Q13191|CBLB_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.234918966,0.057486392,-4.086514327,15,0.000972492,0.003424208,NA,0.257575758,0.257575758
2783,sp|Q13200|PSMD2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.27278035,0.062702151,-4.350414583,15,0.000570936,0.002205954,NA,0.222222222,0.222222222
2786,sp|Q13206|DDX10_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.093675676,0.22577037,0.414915721,15,0.684077161,0.746697938,NA,0.527777778,0.527777778
2789,sp|Q13263|TIF1B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.020873328,0.208038402,0.100334014,15,0.921407916,0.943388633,NA,0.296296296,0.296296296
2792,sp|Q13283|G3BP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-1.219379133,0.34882191,-3.495706826,15,0.003252054,0.009458356,NA,0.333333333,0.333333333
2795,sp|Q13330|MTA1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.385840322,0.057365552,-6.725993387,15,6.80E-06,4.41E-05,NA,0,0
2798,sp|Q13352|CENPR_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.449829128,0.341881561,1.315745506,14,0.209399065,0.29531591,NA,0.208333333,0.125
2801,sp|Q13415|ORC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.432864042,0.052420789,-8.257488039,15,5.82E-07,4.89E-06,NA,0.25,0.25
2804,sp|Q13416|ORC2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.291073029,0.073418103,-3.964594795,15,0.001245929,0.004174127,NA,0.097222222,0.097222222
2807,sp|Q13427|PPIG_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.038942641,0.030376402,-1.282003072,15,0.219302519,0.30629059,NA,0.196078431,0.196078431
2810,sp|Q13428|TCOF_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.17897079,0.051057104,-3.505306313,15,0.003188622,0.009290885,NA,0.267361111,0.267361111
2813,sp|Q13435|SF3B2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.044488096,0.359516377,2.905258734,15,0.01087804,0.02593743,NA,0.291666667,0.291666667
2816,sp|Q13439|GOGA4_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.058449211,0.110331542,-0.529759755,15,0.604031914,0.679803459,NA,0.25,0.25
2819,sp|Q13442|HAP28_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.252484118,0.218921561,1.153308597,15,0.266830911,0.358787034,NA,0.30952381,0.30952381
2822,sp|Q13459|MYO9B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.058050856,0.085467825,-0.679212975,15,0.507348951,0.599011252,NA,0.305555556,0.305555556
2825,sp|Q13501|SQSTM_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.394116612,0.199544366,1.975082633,15,0.066958242,0.116080446,NA,0.378787879,0.378787879
2828,sp|Q13523|PRP4B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.259009917,0.150253088,-1.723824258,15,0.105281779,0.170078804,NA,0.319444444,0.319444444
2831,sp|Q13547|HDAC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.625292947,0.361094972,4.5010124,15,0.000422445,0.001706977,NA,0.333333333,0.333333333
2834,sp|Q13557|KCC2D_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.680699395,0.190416358,-3.574794744,15,0.002764962,0.008191715,NA,0.479166667,0.479166667
2837,sp|Q13573|SNW1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.342971114,0.116676251,-2.939510926,15,0.010147399,0.024489466,NA,0.1,0.1
2840,sp|Q13625|ASPP2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.387487891,0.142939978,-2.71084336,15,0.016104655,0.035868433,NA,0.354166667,0.354166667
2843,sp|Q13637|RAB32_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.04665355,0.758382583,-0.061517169,11,0.952050859,0.962966092,NA,0.5,0.333333333
2846,sp|Q13813|SPTN1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.883717297,0.194783889,-4.536911656,13,0.00055832,0.002170707,NA,0.486111111,0.486111111
2849,sp|Q13838|DX39B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.496704387,0.241655351,-2.055424739,14,0.058988431,0.104663271,NA,0.444444444,0.361111111
2852,sp|Q14004|CDK13_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.052098478,0.076360975,-0.682265749,15,0.505470973,0.598128096,NA,0.240740741,0.240740741
2855,sp|Q14103|HNRPD_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.246195271,0.093896685,-2.621980425,15,0.01923781,0.041668235,NA,0.256944444,0.256944444
2858,sp|Q14126|DSG2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.057715884,0.127619269,-0.452250544,15,0.657559985,0.724136794,NA,0.333333333,0.333333333
2861,sp|Q14151|SAFB2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.175213663,0.04307106,-4.068013694,15,0.001009689,0.003516198,NA,0.258333333,0.258333333
2864,sp|Q14157|UBP2L_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.291875378,0.07364907,-3.96305584,15,0.00124984,0.004178412,NA,0.25,0.25
2867,sp|Q14160|SCRIB_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.49058204,0.144348937,3.398584362,15,0.003969296,0.011077755,NA,0.344444444,0.344444444
2870,sp|Q14191|WRN_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.233908983,0.075029098,-3.11757692,15,0.007059115,0.018051328,NA,0.277777778,0.277777778
2873,sp|Q14202|ZMYM3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.1153035,0.072846965,-1.582818174,15,0.134315342,0.207532042,NA,0.25,0.25
2876,sp|Q14204|DYHC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.136109347,0.117029405,-1.163035454,15,0.262984068,0.354515026,NA,0.1875,0.1875
2879,sp|Q14241|ELOA1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.531798758,0.156566307,-3.396636026,15,0.003985196,0.011102618,NA,0.388888889,0.388888889
2882,sp|Q14244|MAP7_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.541871444,0.135976118,-3.985048627,15,0.001195122,0.004029413,NA,0.416666667,0.416666667
2885,sp|Q14247|SRC8_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.02112386,0.122962674,0.171790833,15,0.865898176,0.901078836,NA,0.358333333,0.358333333
2888,sp|Q14432|PDE3A_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.425215842,0.140163465,3.033713823,15,0.008377099,0.020916405,NA,0.401960784,0.401960784
2891,sp|Q14498|RBM39_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.097510718,0.166656723,-0.585099213,15,0.567179264,0.651404682,NA,0.354166667,0.354166667
2894,sp|Q14566|MCM6_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.00938769,0.195074573,0.048123595,15,0.962252651,0.968350577,NA,0.283333333,0.283333333
2897,sp|Q14644|RASA3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.301529917,0.211606589,-1.424955231,15,0.174644637,0.255138623,NA,0.354166667,0.354166667
2900,sp|Q14669|TRIPC_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.210153736,0.063873216,-3.29016996,15,0.004957829,0.013458176,NA,0.1,0.1
2903,sp|Q14674|ESPL1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.042421389,0.183493793,-0.23118705,15,0.820293369,0.860386969,NA,0.383333333,0.383333333
2906,sp|Q14676|MDC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.002710853,0.050179254,-0.054023381,15,0.957629495,0.966761372,NA,0.125,0.125
2909,sp|Q14677|EPN4_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.192383234,0.193078456,-0.996399276,15,0.334859209,0.429875848,NA,0.214285714,0.214285714
2912,sp|Q14678|KANK1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.171009249,0.282346376,-0.605671841,12,0.556015284,0.641214431,NA,0,0
2915,sp|Q14680|MELK_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.157956442,0.0616819,-2.560823201,15,0.021726529,0.045813973,NA,0.222222222,0.222222222
2918,sp|Q14684|RRP1B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.023042374,0.152888018,-0.15071406,15,0.882209358,0.915087993,NA,0.323333333,0.323333333
2921,sp|Q14686|NCOA6_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.770611776,0.144389396,-5.337038589,13,0.00013497,0.000612377,NA,0.208333333,0.208333333
2924,sp|Q14692|BMS1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.505798674,0.262854059,1.92425666,15,0.073506733,0.125514722,NA,0.05952381,0.05952381
2927,sp|Q14694|UBP10_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.196538516,0.063306892,-3.104535835,15,0.007249744,0.01844944,NA,0.175925926,0.175925926
2930,sp|Q14699|RFTN1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.342370007,0.105282973,-3.251902909,15,0.005362356,0.014384159,NA,0.208333333,0.208333333
2933,sp|Q14739|LBR_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.340682573,0.127142396,-2.679535564,15,0.017147739,0.03792564,NA,0.361111111,0.361111111
2936,sp|Q14789|GOGB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.458183573,0.154338317,-2.968696183,15,0.009562936,0.023327101,NA,0.354166667,0.354166667
2939,sp|Q14807|KIF22_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.300090984,0.203218204,-1.476693418,5,0.199792437,0.284802863,NA,0.666666667,0.25
2942,sp|Q14814|MEF2D_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.580004715,0.206950392,2.802626798,14,0.014107194,0.032233416,NA,0.416666667,0.333333333
2945,sp|Q14839|CHD4_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.016711487,0.119800749,-0.139494011,15,0.890915506,0.920855206,NA,0.295289855,0.295289855
2948,sp|Q14847|LASP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.0045137,0.146550303,-0.030799665,15,0.975835383,0.979536403,NA,0.285714286,0.285714286
2951,sp|Q14865|ARI5B_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.238671843,0.112016875,-2.130677567,15,0.050073012,0.091502811,NA,0.125,0.125
2954,sp|Q14966|ZN638_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.065951452,0.07732548,-0.852907114,15,0.40712417,0.503514939,NA,0.25,0.25
2957,sp|Q14974|IMB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.335771877,0.067784198,-4.953542086,15,0.00017331,0.000770914,NA,0.066666667,0.066666667
2960,sp|Q14978|NOLC1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.214824036,0.049345222,-4.353492145,15,0.000567421,0.002197718,NA,0.148148148,0.148148148
2963,sp|Q14980|NUMA1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.166772243,0.06649925,-2.507881581,15,0.024127395,0.050084057,NA,0.333333333,0.333333333
2966,sp|Q14C86|GAPD1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.14974243,0.083805535,1.786784489,15,0.094194188,0.155166359,NA,0.357142857,0.357142857
2969,sp|Q15003|CND2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.220243784,0.342249556,0.6435181,15,0.52960444,0.618405137,NA,0.444444444,0.444444444
2972,sp|Q15021|CND1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.288569644,0.111367744,-2.591142061,15,0.020456422,0.043603755,NA,0.483333333,0.483333333
2975,sp|Q15025|TNIP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.220942401,0.364467513,0.606206022,15,0.553441972,0.638710648,NA,0.430555556,0.430555556
2978,sp|Q15029|U5S1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.725604043,0.142296303,5.09924731,15,0.000130741,0.000594891,NA,0.513888889,0.513888889
2981,sp|Q15047|SETB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-2.845454609,0.63323434,-4.493525431,10,0.001154603,0.003926145,NA,0.625,0.208333333
2984,sp|Q15054|DPOD3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.316119982,0.06163715,-5.128724862,15,0.000123534,0.000570265,NA,0,0
2987,sp|Q15057|ACAP2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.254863605,0.032488203,-7.844804599,15,1.10E-06,8.70E-06,NA,0,0
2990,sp|Q15058|KIF14_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.116622362,0.264365411,-0.441140774,13,0.666358853,0.732727324,NA,0.547619048,0.464285714
2993,sp|Q15061|WDR43_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.144349216,0.192453733,0.750046332,15,0.464829592,0.560477898,NA,0.333333333,0.333333333
2996,sp|Q15149|PLEC_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.69409437,0.087508669,-7.931721263,15,9.57E-07,7.67E-06,NA,0.28125,0.28125
2999,sp|Q15154|PCM1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.118248022,0.061406298,1.925666042,15,0.073317622,0.12532657,NA,0.348958333,0.348958333
3002,sp|Q15181|IPYR_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.454869697,0.220373455,-2.064085695,15,0.056753772,0.101492105,NA,0.208333333,0.208333333
3005,sp|Q15185|TEBP_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.233418336,0.083821604,-2.784703762,15,0.013881404,0.031867884,NA,0.180555556,0.180555556
3008,sp|Q15233|NONO_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.856073284,0.177713379,-4.817157212,13,0.00033634,0.001409257,NA,0.472222222,0.388888889
3011,sp|Q15291|RBBP5_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,1.399511147,0.349207679,4.007675751,15,0.00114136,0.003889442,NA,0.444444444,0.444444444
3014,sp|Q15293|RCN1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.293033298,0.303351193,0.965986966,13,0.351678238,0.448206293,NA,0.416666667,0.416666667
3017,sp|Q15311|RBP1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.52882379,0.192885954,2.7416397,15,0.015138622,0.034088822,NA,0.233333333,0.233333333
3020,sp|Q15361|TTF1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.176233452,0.067883157,-2.596129293,15,0.020254442,0.043231254,NA,0.1875,0.1875
3023,sp|Q15393|SF3B3_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.804834648,0.231514792,-3.476385426,14,0.003705094,0.010376876,NA,0.583333333,0.5
3026,sp|Q15398|DLGP5_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.144532213,0.090111663,-1.603923489,15,0.129574715,0.20204008,NA,0.303030303,0.303030303
3029,sp|Q15424|SAFB1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.196898132,0.031586557,-6.233605324,15,1.60E-05,9.63E-05,NA,0.321969697,0.321969697
3032,sp|Q15434|RBMS2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.068927085,0.156921344,0.439246082,15,0.666744951,0.732727324,NA,0.375,0.375
3035,sp|Q15459|SF3A1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.583980679,0.217806797,2.681186664,14,0.017903925,0.039324251,NA,0.28030303,0.196969697
3038,sp|Q15464|SHB_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.151518044,0.140686618,-1.076989736,14,0.299693776,0.393968308,NA,0.4,0.316666667
3041,sp|Q15555|MARE2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.02977454,0.089043012,-0.334383788,13,0.743423187,0.797134383,NA,0.366666667,0.366666667
3044,sp|Q15596|NCOA2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.144741483,0.383310213,-0.377609253,15,0.711010378,0.770115658,NA,0.483333333,0.483333333
3047,sp|Q15643|TRIPB_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.229746864,0.102417781,-2.243232199,15,0.040409733,0.077500793,NA,0.104166667,0.104166667
3050,sp|Q15648|MED1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.187018936,0.035580404,-5.256234194,15,9.68E-05,0.000464326,NA,0.188888889,0.188888889
3053,sp|Q15652|JHD2C_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.237067177,0.101785477,-2.329086461,15,0.034240743,0.067378315,NA,0.261904762,0.261904762
3056,sp|Q15723|ELF2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.35693323,0.172750844,-2.066173579,15,0.056532444,0.101324517,NA,0.5,0.5
3059,sp|Q15742|NAB2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.398084665,0.223172922,-1.783749842,15,0.094704015,0.155683205,NA,0.316666667,0.316666667
3062,sp|Q15746|MYLK_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.460950475,0.06869875,-6.70973602,14,9.95E-06,6.24E-05,NA,0.354166667,0.354166667
3065,sp|Q15758|AAAT_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.256433203,0.245303132,-1.045372724,15,0.312405296,0.406639024,NA,0.208333333,0.208333333
3068,sp|Q15772|SPEG_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,0.162321923,0.136068628,1.192941566,15,0.251421067,0.341829328,NA,0.291666667,0.291666667
3071,sp|Q15811|ITSN1_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.174302787,0.075508034,-2.308400528,15,0.035640609,0.069959563,NA,0.229166667,0.229166667
3074,sp|Q15910|EZH2_HUMAN,SP=Yeast;CT=Mixture;QY=4-SP=Yeast;CT=Mixture;QY=1,-0.179179824,0.044231773,-4.050930139,15,0.001045321,0.003624387,NA,0.166666667,0.166666667
